Pin,Field,Size,ItuffToken,Function
IPC::CPU_TDO,FUSE_PULL_ERROR,1,G_CPU0_STATUS_0_FUSE_PULL_ERROR,-
IPC::CPU_TDO,FUSE_PULL_REQUEST_SENT,1,G_CPU0_STATUS_0_FUSE_PULL_REQUEST_SENT,-
IPC::CPU_TDO,FUSE_PULL_CPL_W_DATA,1,G_CPU0_STATUS_0_FUSE_PULL_CPL_W_DATA,-
IPC::CPU_TDO,CTRL_RESUME0_CB,0,-,PrimeInsertStringToDutTable(G_CPU0_TAP_CTRL_RESUME0=[CTRL_RESUME0])
IPC::CPU_TDO,CTRL_RESUME1_CB,0,-,PrimeInsertStringToDutTable(G_CPU0_TAP_CTRL_RESUME1=[CTRL_RESUME1])
IPC::CPU_TDO,RELOCK_REQUEST_CB,0,-,PrimeInsertStringToDutTable(G_CPU0_TAP_CTRL_RELOCK_REQUEST=[RELOCK_REQUEST])
IPC::CPU_TDO,UNLOCK_REQUEST_CB,0,-,PrimeInsertStringToDutTable(G_CPU0_TAP_CTRL_UNLOCK_REQUEST=[UNLOCK_REQUEST])
IPC::CPU_TDO,PC_PERS_SELECT_CB,0,-,PrimeInsertStringToDutTable(G_CPU0_TAP_CTRL_PC_PERS_SELECT=[PC_PERS_SELECT])
IPC::CPU_TDO,ENABLE_DAM_HW_CB,0,-,PrimeInsertStringToDutTable(G_CPU0_TAP_CTRL_ENABLE_DAM_HW=[ENABLE_DAM_HW])
IPC::CPU_TDO,PC_PERS_EN_CB,0,-,PrimeInsertStringToDutTable(G_CPU0_TAP_CTRL_PC_PERS_EN=[PC_PERS_EN])
IPC::CPU_TDO,HASH_BYPASS_CTL_CB,0,-,PrimeInsertStringToDutTable(G_CPU0_TAP_CTRL_HASH_BYPASS_CTL=[HASH_BYPASS_CTL])
IPC::CPU_TDO,INTEL_PC_PWD_PROV_CB,0,-,PrimeInsertStringToDutTable(G_CPU0_TAP_CTRL_INTEL_PC_PWD_PROV=[INTEL_PC_PWD_PROV])
IPC::CPU_TDO,PC_PERS_MASK_PAR_CB,0,-,PrimeInsertStringToDutTable(G_CPU0_TAP_CTRL_PC_PERS_MASK_PAR=[PC_PERS_MASK_PAR])
IPC::CPU_TDO,OEM_PC_PWD_PROV_CB,0,-,PrimeInsertStringToDutTable(G_CPU0_TAP_CTRL_OEM_PC_PWD_PROV=[OEM_PC_PWD_PROV])
IPC::CPU_TDO,DCE_VALID_CB,0,-,PrimeInsertStringToDutTable(G_CPU0_TAP_CTRL_DCE_VALID=[DCE_VALID])
IPC::CPU_TDO,TAP_MAILBOX_CB,0,-,PrimeInsertStringToDutTable(G_CPU0_TAP_CTRL_TAP_MAILBOX=[TAP_MAILBOX])
IPC::CPU_TDO,DAM_ENABLE_CB,0,-,PrimeInsertStringToDutTable(G_CPU0_STATUS_0_DAM_ENABLE=[DAM_ENABLE])
IPC::CPU_TDO,EARLY_BOOT_DEBUG_EXIT_CB,0,-,PrimeInsertStringToDutTable(G_CPU0_STATUS_0_EARLY_BOOT_DEBUG_EXIT=[EARLY_BOOT_DEBUG_EXIT])
IPC::CPU_TDO,POLICY_IS_FINAL_OUTPUT_CB,0,-,PrimeInsertStringToDutTable(G_CPU0_STATUS_0_POLICY_IS_FINAL_OUTPUT=[POLICY_IS_FINAL_OUTPUT])
IPC::CPU_TDO,POLICY_UPDATE_CB,0,-,PrimeInsertStringToDutTable(G_CPU0_STATUS_0_POLICY_UPDATE=[POLICY_UPDATE])
IPC::CPU_TDO,DLCS_CB,0,-,PrimeInsertStringToDutTable(G_CPU0_STATUS_0_DLCS=[DLCS])
IPC::CPU_TDO,A0_DEBUG_STRAP_CB,0,-,PrimeInsertStringToDutTable(G_CPU0_STATUS_0_A0_DEBUG_STRAP=[A0_DEBUG_STRAP])
IPC::CPU_TDO,BOOT_HALT_POST_NAND_SYNC_CB,0,-,PrimeInsertStringToDutTable(G_CPU0_STATUS_0_BOOT_HALT_POST_NAND_SYNC=[BOOT_HALT_POST_NAND_SYNC])
IPC::CPU_TDO,EARLY_BOOT_DONE_CB,0,-,PrimeInsertStringToDutTable(G_CPU0_STATUS_0_EARLY_BOOT_DONE=[EARLY_BOOT_DONE])
IPC::CPU_TDO,PERSONALITY_EVALUATED_CB,0,-,PrimeInsertStringToDutTable(G_CPU0_STATUS_0_PERSONALITY_EVALUATED=[PERSONALITY_EVALUATED])
IPC::CPU_TDO,PERSONALITY_CB,0,-,PrimeInsertStringToDutTable(G_CPU0_STATUS_0_PERSONALITY=[PERSONALITY])
IPC::CPU_TDO,FUSE_PULL_DONE_CB,0,-,PrimeInsertStringToDutTable(G_CPU0_STATUS_0_FUSE_PULL_DONE=[FUSE_PULL_DONE])
IPC::CPU_TDO,DPFV_CB,0,-,PrimeInsertStringToDutTable(G_CPU0_STATUS_0_DPFV=[DPFV])
IPC::CPU_TDO,SUPERSKU_ENABLED_DPFE_CB,0,-,PrimeInsertStringToDutTable(G_CPU0_STATUS_0_SUPERSKU_ENABLED_DPFE=[SUPERSKU_ENABLED_DPFE])
IPC::CPU_TDO,POLICY_OUTPUT_CB,0,-,PrimeInsertStringToDutTable(G_CPU0_STATUS_0_POLICY_OUTPUT=[POLICY_OUTPUT])
IPC::CPU_TDO,FUSE_SENSE_ERROR_CB,0,-,PrimeInsertStringToDutTable(G_CPU0_STATUS_0_FUSE_SENSE_ERROR=[FUSE_SENSE_ERROR])
IPC::CPU_TDO,FUSE_PULL_ERROR_CB,0,-,PrimeInsertStringToDutTable(G_CPU0_STATUS_0_FUSE_PULL_ERROR=[FUSE_PULL_ERROR])
IPC::CPU_TDO,FUSE_PULL_REQUEST_SENT_CB,0,-,PrimeInsertStringToDutTable(G_CPU0_STATUS_0_FUSE_PULL_REQUEST_SENT=[FUSE_PULL_REQUEST_SENT])
IPC::CPU_TDO,FUSE_PULL_CPL_W_DATA_CB,0,-,PrimeInsertStringToDutTable(G_CPU0_STATUS_0_FUSE_PULL_CPL_W_DATA=[FUSE_PULL_CPL_W_DATA])
IPC::CPU1_TDO,CTRL_RESUME0,1,G_CPU1_TAP_CTRL_RESUME0,-
IPC::CPU1_TDO,CTRL_RESUME1,1,G_CPU1_TAP_CTRL_RESUME1,-
IPC::CPU1_TDO,RELOCK_REQUEST,1,G_CPU1_TAP_CTRL_RELOCK_REQUEST,-
IPC::CPU1_TDO,UNLOCK_REQUEST,1,G_CPU1_TAP_CTRL_UNLOCK_REQUEST,-
IPC::CPU1_TDO,PC_PERS_SELECT,3,G_CPU1_TAP_CTRL_PC_PERS_SELECT,-
IPC::CPU1_TDO,ENABLE_DAM_HW,1,G_CPU1_TAP_CTRL_ENABLE_DAM_HW,-
IPC::CPU1_TDO,PC_PERS_EN,6,G_CPU1_TAP_CTRL_PC_PERS_EN,-
IPC::CPU1_TDO,HASH_BYPASS_CTL,1,G_CPU1_TAP_CTRL_HASH_BYPASS_CTL,-
IPC::CPU1_TDO,INTEL_PC_PWD_PROV,1,G_CPU1_TAP_CTRL_INTEL_PC_PWD_PROV,-
IPC::CPU1_TDO,PC_PERS_MASK_PAR,6,G_CPU1_TAP_CTRL_PC_PERS_MASK_PAR,-
IPC::CPU1_TDO,OEM_PC_PWD_PROV,1,G_CPU1_TAP_CTRL_OEM_PC_PWD_PROV,-
IPC::CPU1_TDO,DCE_VALID,1,G_CPU1_TAP_CTRL_DCE_VALID,-
IPC::CPU1_TDO,TAP_MAILBOX,8,G_CPU1_TAP_CTRL_TAP_MAILBOX,-
IPC::CPU1_TDO,DAM_ENABLE,1,G_CPU1_STATUS_0_DAM_ENABLE,-
IPC::CPU1_TDO,EARLY_BOOT_DEBUG_EXIT,1,G_CPU1_STATUS_0_EARLY_BOOT_DEBUG_EXIT,-
IPC::CPU1_TDO,POLICY_IS_FINAL_OUTPUT,1,G_CPU1_STATUS_0_POLICY_IS_FINAL_OUTPUT,-
IPC::CPU1_TDO,POLICY_UPDATE,1,G_CPU1_STATUS_0_POLICY_UPDATE,-
IPC::CPU1_TDO,DLCS,3,G_CPU1_STATUS_0_DLCS,-
IPC::CPU1_TDO,A0_DEBUG_STRAP,1,G_CPU1_STATUS_0_A0_DEBUG_STRAP,-
IPC::CPU1_TDO,BOOT_HALT_POST_NAND_SYNC,1,G_CPU1_STATUS_0_BOOT_HALT_POST_NAND_SYNC,-
IPC::CPU1_TDO,EARLY_BOOT_DONE,1,G_CPU1_STATUS_0_EARLY_BOOT_DONE,-
IPC::CPU1_TDO,PERSONALITY_EVALUATED,2,G_CPU1_STATUS_0_PERSONALITY_EVALUATED,-
IPC::CPU1_TDO,PERSONALITY,3,G_CPU1_STATUS_0_PERSONALITY,-
IPC::CPU1_TDO,FUSE_PULL_DONE,1,G_CPU1_STATUS_0_FUSE_PULL_DONE,-
IPC::CPU1_TDO,DPFV,3,G_CPU1_STATUS_0_DPFV,-
IPC::CPU1_TDO,SUPERSKU_ENABLED_DPFE,1,G_CPU1_STATUS_0_SUPERSKU_ENABLED_DPFE,-
IPC::CPU1_TDO,POLICY_OUTPUT,8,G_CPU1_STATUS_0_POLICY_OUTPUT,-
IPC::CPU1_TDO,FUSE_SENSE_ERROR,1,G_CPU1_STATUS_0_FUSE_SENSE_ERROR,-
IPC::CPU1_TDO,FUSE_PULL_ERROR,1,G_CPU1_STATUS_0_FUSE_PULL_ERROR,-
IPC::CPU1_TDO,FUSE_PULL_REQUEST_SENT,1,G_CPU1_STATUS_0_FUSE_PULL_REQUEST_SENT,-
IPC::CPU1_TDO,FUSE_PULL_CPL_W_DATA,1,G_CPU1_STATUS_0_FUSE_PULL_CPL_W_DATA,-
IPC::CPU1_TDO,CTRL_RESUME0_CB,0,-,PrimeInsertStringToDutTable(G_CPU1_TAP_CTRL_RESUME0=[CTRL_RESUME0])
IPC::CPU1_TDO,CTRL_RESUME1_CB,0,-,PrimeInsertStringToDutTable(G_CPU1_TAP_CTRL_RESUME1=[CTRL_RESUME1])
IPC::CPU1_TDO,RELOCK_REQUEST_CB,0,-,PrimeInsertStringToDutTable(G_CPU1_TAP_CTRL_RELOCK_REQUEST=[RELOCK_REQUEST])
IPC::CPU1_TDO,UNLOCK_REQUEST_CB,0,-,PrimeInsertStringToDutTable(G_CPU1_TAP_CTRL_UNLOCK_REQUEST=[UNLOCK_REQUEST])
IPC::CPU1_TDO,PC_PERS_SELECT_CB,0,-,PrimeInsertStringToDutTable(G_CPU1_TAP_CTRL_PC_PERS_SELECT=[PC_PERS_SELECT])
IPC::CPU1_TDO,ENABLE_DAM_HW_CB,0,-,PrimeInsertStringToDutTable(G_CPU1_TAP_CTRL_ENABLE_DAM_HW=[ENABLE_DAM_HW])
IPC::CPU1_TDO,PC_PERS_EN_CB,0,-,PrimeInsertStringToDutTable(G_CPU1_TAP_CTRL_PC_PERS_EN=[PC_PERS_EN])
IPC::CPU1_TDO,HASH_BYPASS_CTL_CB,0,-,PrimeInsertStringToDutTable(G_CPU1_TAP_CTRL_HASH_BYPASS_CTL=[HASH_BYPASS_CTL])
IPC::CPU1_TDO,INTEL_PC_PWD_PROV_CB,0,-,PrimeInsertStringToDutTable(G_CPU1_TAP_CTRL_INTEL_PC_PWD_PROV=[INTEL_PC_PWD_PROV])
IPC::CPU1_TDO,PC_PERS_MASK_PAR_CB,0,-,PrimeInsertStringToDutTable(G_CPU1_TAP_CTRL_PC_PERS_MASK_PAR=[PC_PERS_MASK_PAR])
IPC::CPU1_TDO,OEM_PC_PWD_PROV_CB,0,-,PrimeInsertStringToDutTable(G_CPU1_TAP_CTRL_OEM_PC_PWD_PROV=[OEM_PC_PWD_PROV])
IPC::CPU1_TDO,DCE_VALID_CB,0,-,PrimeInsertStringToDutTable(G_CPU1_TAP_CTRL_DCE_VALID=[DCE_VALID])
IPC::CPU1_TDO,TAP_MAILBOX_CB,0,-,PrimeInsertStringToDutTable(G_CPU1_TAP_CTRL_TAP_MAILBOX=[TAP_MAILBOX])
IPC::CPU1_TDO,DAM_ENABLE_CB,0,-,PrimeInsertStringToDutTable(G_CPU1_STATUS_0_DAM_ENABLE=[DAM_ENABLE])
IPC::CPU1_TDO,EARLY_BOOT_DEBUG_EXIT_CB,0,-,PrimeInsertStringToDutTable(G_CPU1_STATUS_0_EARLY_BOOT_DEBUG_EXIT=[EARLY_BOOT_DEBUG_EXIT])
IPC::CPU1_TDO,POLICY_IS_FINAL_OUTPUT_CB,0,-,PrimeInsertStringToDutTable(G_CPU1_STATUS_0_POLICY_IS_FINAL_OUTPUT=[POLICY_IS_FINAL_OUTPUT])
IPC::CPU1_TDO,POLICY_UPDATE_CB,0,-,PrimeInsertStringToDutTable(G_CPU1_STATUS_0_POLICY_UPDATE=[POLICY_UPDATE])
IPC::CPU1_TDO,DLCS_CB,0,-,PrimeInsertStringToDutTable(G_CPU1_STATUS_0_DLCS=[DLCS])
IPC::CPU1_TDO,A0_DEBUG_STRAP_CB,0,-,PrimeInsertStringToDutTable(G_CPU1_STATUS_0_A0_DEBUG_STRAP=[A0_DEBUG_STRAP])
IPC::CPU1_TDO,BOOT_HALT_POST_NAND_SYNC_CB,0,-,PrimeInsertStringToDutTable(G_CPU1_STATUS_0_BOOT_HALT_POST_NAND_SYNC=[BOOT_HALT_POST_NAND_SYNC])
IPC::CPU1_TDO,EARLY_BOOT_DONE_CB,0,-,PrimeInsertStringToDutTable(G_CPU1_STATUS_0_EARLY_BOOT_DONE=[EARLY_BOOT_DONE])
IPC::CPU1_TDO,PERSONALITY_EVALUATED_CB,0,-,PrimeInsertStringToDutTable(G_CPU1_STATUS_0_PERSONALITY_EVALUATED=[PERSONALITY_EVALUATED])
IPC::CPU1_TDO,PERSONALITY_CB,0,-,PrimeInsertStringToDutTable(G_CPU1_STATUS_0_PERSONALITY=[PERSONALITY])
IPC::CPU1_TDO,FUSE_PULL_DONE_CB,0,-,PrimeInsertStringToDutTable(G_CPU1_STATUS_0_FUSE_PULL_DONE=[FUSE_PULL_DONE])
IPC::CPU1_TDO,DPFV_CB,0,-,PrimeInsertStringToDutTable(G_CPU1_STATUS_0_DPFV=[DPFV])
IPC::CPU1_TDO,SUPERSKU_ENABLED_DPFE_CB,0,-,PrimeInsertStringToDutTable(G_CPU1_STATUS_0_SUPERSKU_ENABLED_DPFE=[SUPERSKU_ENABLED_DPFE])
IPC::CPU1_TDO,POLICY_OUTPUT_CB,0,-,PrimeInsertStringToDutTable(G_CPU1_STATUS_0_POLICY_OUTPUT=[POLICY_OUTPUT])
IPC::CPU1_TDO,FUSE_SENSE_ERROR_CB,0,-,PrimeInsertStringToDutTable(G_CPU1_STATUS_0_FUSE_SENSE_ERROR=[FUSE_SENSE_ERROR])
IPC::CPU1_TDO,FUSE_PULL_ERROR_CB,0,-,PrimeInsertStringToDutTable(G_CPU1_STATUS_0_FUSE_PULL_ERROR=[FUSE_PULL_ERROR])
IPC::CPU1_TDO,FUSE_PULL_REQUEST_SENT_CB,0,-,PrimeInsertStringToDutTable(G_CPU1_STATUS_0_FUSE_PULL_REQUEST_SENT=[FUSE_PULL_REQUEST_SENT])
IPC::CPU1_TDO,FUSE_PULL_CPL_W_DATA_CB,0,-,PrimeInsertStringToDutTable(G_CPU1_STATUS_0_FUSE_PULL_CPL_W_DATA=[FUSE_PULL_CPL_W_DATA])
