Pin;IP;Sequence;Subsequence;Field;Size;PerBit;LowLimit;HighLimit;ExpectedData;Equation;ItuffToken;ExitPort;Base;StorageToken
IPC::CPU_TDO;DTS;TAPCHK_IPVERSION_IP_GEN_VERSION;print;C3;0;0;-;-;-;TAPCHK_IPVERSION_IP_GEN_VERSION.raw.C3;TH_C48_TAPCHK_IPVERSION_IP_GEN_VERSION;2;;
IPC::CPU_TDO;DTS;TAPCHK_IPVERSION_IP_PROCESS_NODE;print;AON;0;0;-;-;-;TAPCHK_IPVERSION_IP_PROCESS_NODE.raw.AON;TH_C48_TAPCHK_IPVERSION_IP_PROCESS_NODE;2;;
IPC::CPU_TDO;DTS;TAPCHK_IPVERSION_IP_PROCESS_NODE;print;CCF0;0;0;-;-;-;TAPCHK_IPVERSION_IP_PROCESS_NODE.raw.CCF0;TH_C48_TAPCHK_IPVERSION_IP_PROCESS_NODE;2;;
IPC::CPU_TDO;DTS;TAPCHK_IPVERSION_IP_PROCESS_NODE;print;CCF1;0;0;-;-;-;TAPCHK_IPVERSION_IP_PROCESS_NODE.raw.CCF1;TH_C48_TAPCHK_IPVERSION_IP_PROCESS_NODE;2;;
IPC::CPU_TDO;DTS;TAPCHK_IPVERSION_IP_PROCESS_NODE;print;A0;0;0;-;-;-;TAPCHK_IPVERSION_IP_PROCESS_NODE.raw.A0;TH_C48_TAPCHK_IPVERSION_IP_PROCESS_NODE;2;;
IPC::CPU_TDO;DTS;TAPCHK_IPVERSION_IP_PROCESS_NODE;print;A1;0;0;-;-;-;TAPCHK_IPVERSION_IP_PROCESS_NODE.raw.A1;TH_C48_TAPCHK_IPVERSION_IP_PROCESS_NODE;2;;
IPC::CPU_TDO;DTS;TAPCHK_IPVERSION_IP_PROCESS_NODE;print;C0;0;0;-;-;-;TAPCHK_IPVERSION_IP_PROCESS_NODE.raw.C0;TH_C48_TAPCHK_IPVERSION_IP_PROCESS_NODE;2;;
IPC::CPU_TDO;DTS;TAPCHK_IPVERSION_IP_PROCESS_NODE;print;C1;0;0;-;-;-;TAPCHK_IPVERSION_IP_PROCESS_NODE.raw.C1;TH_C48_TAPCHK_IPVERSION_IP_PROCESS_NODE;2;;
IPC::CPU_TDO;DTS;TAPCHK_IPVERSION_IP_PROCESS_NODE;print;C2;0;0;-;-;-;TAPCHK_IPVERSION_IP_PROCESS_NODE.raw.C2;TH_C48_TAPCHK_IPVERSION_IP_PROCESS_NODE;2;;
IPC::CPU_TDO;DTS;TAPCHK_IPVERSION_IP_PROCESS_NODE;print;C3;0;0;-;-;-;TAPCHK_IPVERSION_IP_PROCESS_NODE.raw.C3;TH_C48_TAPCHK_IPVERSION_IP_PROCESS_NODE;2;;
IPC::CPU_TDO;DTS;TAPCHK_IPVERSION_IP_STEPPING;print;AON;0;0;-;-;-;TAPCHK_IPVERSION_IP_STEPPING.raw.AON;TH_C48_TAPCHK_IPVERSION_IP_STEPPING;2;;
IPC::CPU_TDO;DTS;TAPCHK_IPVERSION_IP_STEPPING;print;CCF0;0;0;-;-;-;TAPCHK_IPVERSION_IP_STEPPING.raw.CCF0;TH_C48_TAPCHK_IPVERSION_IP_STEPPING;2;;
IPC::CPU_TDO;DTS;TAPCHK_IPVERSION_IP_STEPPING;print;CCF1;0;0;-;-;-;TAPCHK_IPVERSION_IP_STEPPING.raw.CCF1;TH_C48_TAPCHK_IPVERSION_IP_STEPPING;2;;
IPC::CPU_TDO;DTS;TAPCHK_IPVERSION_IP_STEPPING;print;A0;0;0;-;-;-;TAPCHK_IPVERSION_IP_STEPPING.raw.A0;TH_C48_TAPCHK_IPVERSION_IP_STEPPING;2;;
IPC::CPU_TDO;DTS;TAPCHK_IPVERSION_IP_STEPPING;print;A1;0;0;-;-;-;TAPCHK_IPVERSION_IP_STEPPING.raw.A1;TH_C48_TAPCHK_IPVERSION_IP_STEPPING;2;;
IPC::CPU_TDO;DTS;TAPCHK_IPVERSION_IP_STEPPING;print;C0;0;0;-;-;-;TAPCHK_IPVERSION_IP_STEPPING.raw.C0;TH_C48_TAPCHK_IPVERSION_IP_STEPPING;2;;
IPC::CPU_TDO;DTS;TAPCHK_IPVERSION_IP_STEPPING;print;C1;0;0;-;-;-;TAPCHK_IPVERSION_IP_STEPPING.raw.C1;TH_C48_TAPCHK_IPVERSION_IP_STEPPING;2;;
IPC::CPU_TDO;DTS;TAPCHK_IPVERSION_IP_STEPPING;print;C2;0;0;-;-;-;TAPCHK_IPVERSION_IP_STEPPING.raw.C2;TH_C48_TAPCHK_IPVERSION_IP_STEPPING;2;;
IPC::CPU_TDO;DTS;TAPCHK_IPVERSION_IP_STEPPING;print;C3;0;0;-;-;-;TAPCHK_IPVERSION_IP_STEPPING.raw.C3;TH_C48_TAPCHK_IPVERSION_IP_STEPPING;2;;
IPC::CPU_TDO;DTS;TAPCHK_IPVERSION_IP_SUBVERSION;print;AON;0;0;-;-;-;TAPCHK_IPVERSION_IP_SUBVERSION.raw.AON;TH_C48_TAPCHK_IPVERSION_IP_SUBVERSION;2;;
IPC::CPU_TDO;DTS;TAPCHK_IPVERSION_IP_SUBVERSION;print;CCF0;0;0;-;-;-;TAPCHK_IPVERSION_IP_SUBVERSION.raw.CCF0;TH_C48_TAPCHK_IPVERSION_IP_SUBVERSION;2;;
IPC::CPU_TDO;DTS;TAPCHK_IPVERSION_IP_SUBVERSION;print;CCF1;0;0;-;-;-;TAPCHK_IPVERSION_IP_SUBVERSION.raw.CCF1;TH_C48_TAPCHK_IPVERSION_IP_SUBVERSION;2;;
IPC::CPU_TDO;DTS;TAPCHK_IPVERSION_IP_SUBVERSION;print;A0;0;0;-;-;-;TAPCHK_IPVERSION_IP_SUBVERSION.raw.A0;TH_C48_TAPCHK_IPVERSION_IP_SUBVERSION;2;;
IPC::CPU_TDO;DTS;TAPCHK_IPVERSION_IP_SUBVERSION;print;A1;0;0;-;-;-;TAPCHK_IPVERSION_IP_SUBVERSION.raw.A1;TH_C48_TAPCHK_IPVERSION_IP_SUBVERSION;2;;
IPC::CPU_TDO;DTS;TAPCHK_IPVERSION_IP_SUBVERSION;print;C0;0;0;-;-;-;TAPCHK_IPVERSION_IP_SUBVERSION.raw.C0;TH_C48_TAPCHK_IPVERSION_IP_SUBVERSION;2;;
IPC::CPU_TDO;DTS;TAPCHK_IPVERSION_IP_SUBVERSION;print;C1;0;0;-;-;-;TAPCHK_IPVERSION_IP_SUBVERSION.raw.C1;TH_C48_TAPCHK_IPVERSION_IP_SUBVERSION;2;;
IPC::CPU_TDO;DTS;TAPCHK_IPVERSION_IP_SUBVERSION;print;C2;0;0;-;-;-;TAPCHK_IPVERSION_IP_SUBVERSION.raw.C2;TH_C48_TAPCHK_IPVERSION_IP_SUBVERSION;2;;
IPC::CPU_TDO;DTS;TAPCHK_IPVERSION_IP_SUBVERSION;print;C3;0;0;-;-;-;TAPCHK_IPVERSION_IP_SUBVERSION.raw.C3;TH_C48_TAPCHK_IPVERSION_IP_SUBVERSION;2;;
