Pin,Domain,Pol,TAP,Register,Field,Size,Base,ExpectedData,LowLimit,HighLimit,StringData,ItuffToken,ItuffDescriptor,ExitPort,StorageToken,Equation
CPU_TDO,CORE0P,2,BCSLICE0_BSL_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE0P_PT1_TRIM_CODE_2,-
CPU_TDO,CORE0P,3,BCSLICE0_BSL_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE0P_PT1_TRIM_DONE_3,-
CPU_TDO,CORE0P,3,BCSLICE0_BSL_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE0P_PT1_TRIM_ERR_3,-
CPU_TDO,CORE0P,3,BCSLICE0_BSL_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE0P_PT1_TRIM_CODE_3,-
CPU_TDO,CORE0P,4,BCSLICE0_BSL_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE0P_PT1_TRIM_DONE_4,-
CPU_TDO,CORE0P,4,BCSLICE0_BSL_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE0P_PT1_TRIM_ERR_4,-
CPU_TDO,CORE0P,4,BCSLICE0_BSL_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE0P_PT1_TRIM_CODE_4,-
CPU_TDO,CORE0P,5,BCSLICE0_BSL_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE0P_PT1_TRIM_DONE_5,-
CPU_TDO,CORE0P,5,BCSLICE0_BSL_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE0P_PT1_TRIM_ERR_5,-
CPU_TDO,CORE0P,5,BCSLICE0_BSL_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE0P_PT1_TRIM_CODE_5,-
CPU_TDO,CORE0S,0,BCSLICE0_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE0S_PT1_TRIM_DONE_0,-
CPU_TDO,CORE0S,0,BCSLICE0_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE0S_PT1_TRIM_ERR_0,-
CPU_TDO,CORE0S,0,BCSLICE0_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE0S_PT1_TRIM_CODE_0,-
CPU_TDO,CORE0S,1,BCSLICE0_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE0S_PT1_TRIM_DONE_1,-
CPU_TDO,CORE0S,1,BCSLICE0_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE0S_PT1_TRIM_ERR_1,-
CPU_TDO,CORE0S,1,BCSLICE0_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE0S_PT1_TRIM_CODE_1,-
CPU_TDO,CORE0S,2,BCSLICE0_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE0S_PT1_TRIM_DONE_2,-
CPU_TDO,CORE0S,2,BCSLICE0_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE0S_PT1_TRIM_ERR_2,-
CPU_TDO,CORE0S,2,BCSLICE0_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE0S_PT1_TRIM_CODE_2,-
CPU_TDO,CORE0S,3,BCSLICE0_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE0S_PT1_TRIM_DONE_3,-
CPU_TDO,CORE0S,3,BCSLICE0_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE0S_PT1_TRIM_ERR_3,-
CPU_TDO,CORE0S,3,BCSLICE0_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE0S_PT1_TRIM_CODE_3,-
CPU_TDO,CORE0S,4,BCSLICE0_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE0S_PT1_TRIM_DONE_4,-
CPU_TDO,CORE0S,4,BCSLICE0_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE0S_PT1_TRIM_ERR_4,-
CPU_TDO,CORE0S,4,BCSLICE0_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE0S_PT1_TRIM_CODE_4,-
CPU_TDO,CORE0S,5,BCSLICE0_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE0S_PT1_TRIM_DONE_5,-
CPU_TDO,CORE0S,5,BCSLICE0_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE0S_PT1_TRIM_ERR_5,-
CPU_TDO,CORE0S,5,BCSLICE0_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE0S_PT1_TRIM_CODE_5,-
CPU_TDO,CORE1P,0,BCSLICE0_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1P_PT1_TRIM_DONE_0,-
CPU_TDO,CORE1P,0,BCSLICE0_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1P_PT1_TRIM_ERR_0,-
CPU_TDO,CORE1P,0,BCSLICE0_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1P_PT1_TRIM_CODE_0,-
CPU_TDO,CORE1P,1,BCSLICE0_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1P_PT1_TRIM_DONE_1,-
CPU_TDO,CORE1P,1,BCSLICE0_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1P_PT1_TRIM_ERR_1,-
CPU_TDO,CORE1P,1,BCSLICE0_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1P_PT1_TRIM_CODE_1,-
CPU_TDO,CORE1P,2,BCSLICE0_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1P_PT1_TRIM_DONE_2,-
CPU_TDO,CORE1P,2,BCSLICE0_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1P_PT1_TRIM_ERR_2,-
CPU_TDO,CORE1P,2,BCSLICE0_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1P_PT1_TRIM_CODE_2,-
CPU_TDO,CORE1P,3,BCSLICE0_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1P_PT1_TRIM_DONE_3,-
CPU_TDO,CORE1P,3,BCSLICE0_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1P_PT1_TRIM_ERR_3,-
CPU_TDO,CORE1P,3,BCSLICE0_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1P_PT1_TRIM_CODE_3,-
CPU_TDO,CORE1P,4,BCSLICE0_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1P_PT1_TRIM_DONE_4,-
CPU_TDO,CORE1P,4,BCSLICE0_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1P_PT1_TRIM_ERR_4,-
CPU_TDO,CORE1P,4,BCSLICE0_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1P_PT1_TRIM_CODE_4,-
CPU_TDO,CORE1P,5,BCSLICE0_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1P_PT1_TRIM_DONE_5,-
CPU_TDO,CORE1P,5,BCSLICE0_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1P_PT1_TRIM_ERR_5,-
CPU_TDO,CORE1P,5,BCSLICE0_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1P_PT1_TRIM_CODE_5,-
CPU_TDO,CORE1S,0,BCSLICE0_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1S_PT1_TRIM_DONE_0,-
CPU_TDO,CORE1S,0,BCSLICE0_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1S_PT1_TRIM_ERR_0,-
CPU_TDO,CORE1S,0,BCSLICE0_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1S_PT1_TRIM_CODE_0,-
CPU_TDO,CORE1S,1,BCSLICE0_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1S_PT1_TRIM_DONE_1,-
CPU_TDO,CORE1S,1,BCSLICE0_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1S_PT1_TRIM_ERR_1,-
CPU_TDO,CORE1S,1,BCSLICE0_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1S_PT1_TRIM_CODE_1,-
CPU_TDO,CORE1S,2,BCSLICE0_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1S_PT1_TRIM_DONE_2,-
CPU_TDO,CORE1S,2,BCSLICE0_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1S_PT1_TRIM_ERR_2,-
CPU_TDO,CORE1S,2,BCSLICE0_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1S_PT1_TRIM_CODE_2,-
CPU_TDO,CORE1S,3,BCSLICE0_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1S_PT1_TRIM_DONE_3,-
CPU_TDO,CORE1S,3,BCSLICE0_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1S_PT1_TRIM_ERR_3,-
CPU_TDO,CORE1S,3,BCSLICE0_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1S_PT1_TRIM_CODE_3,-
CPU_TDO,CORE1S,4,BCSLICE0_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1S_PT1_TRIM_DONE_4,-
CPU_TDO,CORE1S,4,BCSLICE0_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1S_PT1_TRIM_ERR_4,-
CPU_TDO,CORE1S,4,BCSLICE0_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1S_PT1_TRIM_CODE_4,-
CPU_TDO,CORE1S,5,BCSLICE0_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1S_PT1_TRIM_DONE_5,-
CPU_TDO,CORE1S,5,BCSLICE0_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1S_PT1_TRIM_ERR_5,-
CPU_TDO,CORE1S,5,BCSLICE0_BSR_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1S_PT1_TRIM_CODE_5,-
CPU_TDO,RINGPRIM,0,BCSLICE0_BSL_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU_RINGPRIM_PT1_TRIM_DONE_0,-
CPU_TDO,RINGPRIM,0,BCSLICE0_BSL_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU_RINGPRIM_PT1_TRIM_ERR_0,-
CPU_TDO,RINGPRIM,0,BCSLICE0_BSL_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU_RINGPRIM_PT1_TRIM_CODE_0,-
CPU_TDO,RINGPRIM,1,BCSLICE0_BSL_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU_RINGPRIM_PT1_TRIM_DONE_1,-
CPU_TDO,RINGPRIM,1,BCSLICE0_BSL_DLVRRING,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU_RINGPRIM_PT1_TRIM_ERR_1,-
