Pin,ITER,Domain,TAP,Register,Field,Size,Base,ExpectedData,LowLimit,HighLimit,StringData,ItuffToken,ItuffDescriptor,ExitPort,StorageToken,Equation
CPU_TDO,1,ATOM1,ATOMSLICE0_DLVRRATOM,DLVR_TAP_ADC_STATUS,ADC1_VCS,10,-,-,-,-,-,-,-,-,I:DUT.CPU_ATOM1_ADC1_VCS_1,-
CPU_TDO,1,CORE0P,BCSLICE0_BSL_DLVRCORE_BOT,DLVR_TAP_ADC_STATUS,ADC0_VOUT,10,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE0P_ADC0_VOUT_1,-
CPU_TDO,1,CORE0P,BCSLICE0_BSL_DLVRCORE_BOT,DLVR_TAP_ADC_STATUS,ADC1_VCS,10,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE0P_ADC1_VCS_1,-
CPU_TDO,1,CORE0S,BCSLICE0_BSL_DLVRCORE_TOP,DLVR_TAP_ADC_STATUS,ADC0_VOUT,10,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE0S_ADC0_VOUT_1,-
CPU_TDO,1,CORE0S,BCSLICE0_BSL_DLVRCORE_TOP,DLVR_TAP_ADC_STATUS,ADC1_VCS,10,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE0S_ADC1_VCS_1,-
CPU_TDO,1,CORE1P,BCSLICE0_BSR_DLVRCORE_BOT,DLVR_TAP_ADC_STATUS,ADC0_VOUT,10,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1P_ADC0_VOUT_1,-
CPU_TDO,1,CORE1P,BCSLICE0_BSR_DLVRCORE_BOT,DLVR_TAP_ADC_STATUS,ADC1_VCS,10,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1P_ADC1_VCS_1,-
CPU_TDO,1,CORE1S,BCSLICE0_BSR_DLVRCORE_TOP,DLVR_TAP_ADC_STATUS,ADC0_VOUT,10,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1S_ADC0_VOUT_1,-
CPU_TDO,1,CORE1S,BCSLICE0_BSR_DLVRCORE_TOP,DLVR_TAP_ADC_STATUS,ADC1_VCS,10,-,-,-,-,-,-,-,-,I:DUT.CPU_CORE1S_ADC1_VCS_1,-
CPU_TDO,1,RINGPRIM,BCSLICE0_BSL_DLVRRING,DLVR_TAP_ADC_STATUS,ADC0_VOUT,10,-,-,-,-,-,-,-,-,I:DUT.CPU_RINGPRIM_ADC0_VOUT_1,-
CPU_TDO,1,RINGPRIM,BCSLICE0_BSL_DLVRRING,DLVR_TAP_ADC_STATUS,ADC1_VCS,10,-,-,-,-,-,-,-,-,I:DUT.CPU_RINGPRIM_ADC1_VCS_1,-
CPU_TDO,1,RINGSEC0,BCSLICE0_BSR_DLVRRING,DLVR_TAP_ADC_STATUS,ADC0_VOUT,10,-,-,-,-,-,-,-,-,I:DUT.CPU_RINGSEC0_ADC0_VOUT_1,-
CPU_TDO,1,RINGSEC0,BCSLICE0_BSR_DLVRRING,DLVR_TAP_ADC_STATUS,ADC1_VCS,10,-,-,-,-,-,-,-,-,I:DUT.CPU_RINGSEC0_ADC1_VCS_1,-
