Pin,IP,Sequence,Subsequence,Field,Size,LowLimit,HighLimit,ExpectedData,Equation,ItuffToken,ExitPort,Base,StorageToken
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_14,CODE_1,TRIM_CODE,8,-,-,-,-,TCSWEEP_1_14,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_1_14
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_14,CODE_1,DONE,1,-,-,-,-,TCSWEEP_1_14,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_14,CODE_1,ERROR,1,-,-,-,-,TCSWEEP_1_14,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_14,CODE_2,TRIM_CODE,8,-,-,-,-,TCSWEEP_2_14,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_2_14
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_14,CODE_2,DONE,1,-,-,-,-,TCSWEEP_2_14,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_14,CODE_2,ERROR,1,-,-,-,-,TCSWEEP_2_14,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_14,CODE_3,TRIM_CODE,8,-,-,-,-,TCSWEEP_3_14,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_3_14
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_14,CODE_3,DONE,1,-,-,-,-,TCSWEEP_3_14,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_14,CODE_3,ERROR,1,-,-,-,-,TCSWEEP_3_14,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_14,CODE_4,TRIM_CODE,8,-,-,-,-,TCSWEEP_4_14,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_4_14
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_14,CODE_4,DONE,1,-,-,-,-,TCSWEEP_4_14,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_14,CODE_4,ERROR,1,-,-,-,-,TCSWEEP_4_14,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_14,CODE_4,MED_TRIM_CODE,8,-,-,-,-,TCSWEEP_MED_14,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_14,CODE_4,MED_DONE,1,-,-,-,-,TCSWEEP_MED_14,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_15,CODE_0,TRIM_CODE,8,-,-,-,-,TCSWEEP_0_15,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_0_15
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_15,CODE_0,DONE,1,-,-,-,-,TCSWEEP_0_15,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_15,CODE_0,ERROR,1,-,-,-,-,TCSWEEP_0_15,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_15,CODE_1,TRIM_CODE,8,-,-,-,-,TCSWEEP_1_15,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_1_15
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_15,CODE_1,DONE,1,-,-,-,-,TCSWEEP_1_15,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_15,CODE_1,ERROR,1,-,-,-,-,TCSWEEP_1_15,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_15,CODE_2,TRIM_CODE,8,-,-,-,-,TCSWEEP_2_15,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_2_15
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_15,CODE_2,DONE,1,-,-,-,-,TCSWEEP_2_15,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_15,CODE_2,ERROR,1,-,-,-,-,TCSWEEP_2_15,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_15,CODE_3,TRIM_CODE,8,-,-,-,-,TCSWEEP_3_15,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_3_15
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_15,CODE_3,DONE,1,-,-,-,-,TCSWEEP_3_15,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_15,CODE_3,ERROR,1,-,-,-,-,TCSWEEP_3_15,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_15,CODE_4,TRIM_CODE,8,-,-,-,-,TCSWEEP_4_15,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_4_15
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_15,CODE_4,DONE,1,-,-,-,-,TCSWEEP_4_15,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_15,CODE_4,ERROR,1,-,-,-,-,TCSWEEP_4_15,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_15,CODE_4,MED_TRIM_CODE,8,-,-,-,-,TCSWEEP_MED_15,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_15,CODE_4,MED_DONE,1,-,-,-,-,TCSWEEP_MED_15,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_16,CODE_0,TRIM_CODE,8,-,-,-,-,TCSWEEP_0_16,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_0_16
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_16,CODE_0,DONE,1,-,-,-,-,TCSWEEP_0_16,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_16,CODE_0,ERROR,1,-,-,-,-,TCSWEEP_0_16,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_16,CODE_1,TRIM_CODE,8,-,-,-,-,TCSWEEP_1_16,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_1_16
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_16,CODE_1,DONE,1,-,-,-,-,TCSWEEP_1_16,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_16,CODE_1,ERROR,1,-,-,-,-,TCSWEEP_1_16,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_16,CODE_2,TRIM_CODE,8,-,-,-,-,TCSWEEP_2_16,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_2_16
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_16,CODE_2,DONE,1,-,-,-,-,TCSWEEP_2_16,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_16,CODE_2,ERROR,1,-,-,-,-,TCSWEEP_2_16,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_16,CODE_3,TRIM_CODE,8,-,-,-,-,TCSWEEP_3_16,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_3_16
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_16,CODE_3,DONE,1,-,-,-,-,TCSWEEP_3_16,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_16,CODE_3,ERROR,1,-,-,-,-,TCSWEEP_3_16,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_16,CODE_4,TRIM_CODE,8,-,-,-,-,TCSWEEP_4_16,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_4_16
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_16,CODE_4,DONE,1,-,-,-,-,TCSWEEP_4_16,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_16,CODE_4,ERROR,1,-,-,-,-,TCSWEEP_4_16,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_16,CODE_4,MED_TRIM_CODE,8,-,-,-,-,TCSWEEP_MED_16,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_16,CODE_4,MED_DONE,1,-,-,-,-,TCSWEEP_MED_16,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_17,CODE_0,TRIM_CODE,8,-,-,-,-,TCSWEEP_0_17,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_0_17
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_17,CODE_0,DONE,1,-,-,-,-,TCSWEEP_0_17,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_17,CODE_0,ERROR,1,-,-,-,-,TCSWEEP_0_17,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_17,CODE_1,TRIM_CODE,8,-,-,-,-,TCSWEEP_1_17,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_1_17
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_17,CODE_1,DONE,1,-,-,-,-,TCSWEEP_1_17,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_17,CODE_1,ERROR,1,-,-,-,-,TCSWEEP_1_17,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_17,CODE_2,TRIM_CODE,8,-,-,-,-,TCSWEEP_2_17,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_2_17
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_17,CODE_2,DONE,1,-,-,-,-,TCSWEEP_2_17,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_17,CODE_2,ERROR,1,-,-,-,-,TCSWEEP_2_17,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_17,CODE_3,TRIM_CODE,8,-,-,-,-,TCSWEEP_3_17,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_3_17
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_17,CODE_3,DONE,1,-,-,-,-,TCSWEEP_3_17,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_17,CODE_3,ERROR,1,-,-,-,-,TCSWEEP_3_17,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_17,CODE_4,TRIM_CODE,8,-,-,-,-,TCSWEEP_4_17,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_4_17
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_17,CODE_4,DONE,1,-,-,-,-,TCSWEEP_4_17,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_17,CODE_4,ERROR,1,-,-,-,-,TCSWEEP_4_17,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_17,CODE_4,MED_TRIM_CODE,8,-,-,-,-,TCSWEEP_MED_17,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_17,CODE_4,MED_DONE,1,-,-,-,-,TCSWEEP_MED_17,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_18,CODE_0,TRIM_CODE,8,-,-,-,-,TCSWEEP_0_18,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_0_18
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_18,CODE_0,DONE,1,-,-,-,-,TCSWEEP_0_18,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_18,CODE_0,ERROR,1,-,-,-,-,TCSWEEP_0_18,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_18,CODE_1,TRIM_CODE,8,-,-,-,-,TCSWEEP_1_18,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_1_18
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_18,CODE_1,DONE,1,-,-,-,-,TCSWEEP_1_18,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_18,CODE_1,ERROR,1,-,-,-,-,TCSWEEP_1_18,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_18,CODE_2,TRIM_CODE,8,-,-,-,-,TCSWEEP_2_18,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_2_18
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_18,CODE_2,DONE,1,-,-,-,-,TCSWEEP_2_18,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_18,CODE_2,ERROR,1,-,-,-,-,TCSWEEP_2_18,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_18,CODE_3,TRIM_CODE,8,-,-,-,-,TCSWEEP_3_18,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_3_18
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_18,CODE_3,DONE,1,-,-,-,-,TCSWEEP_3_18,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_18,CODE_3,ERROR,1,-,-,-,-,TCSWEEP_3_18,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_18,CODE_4,TRIM_CODE,8,-,-,-,-,TCSWEEP_4_18,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_4_18
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_18,CODE_4,DONE,1,-,-,-,-,TCSWEEP_4_18,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_18,CODE_4,ERROR,1,-,-,-,-,TCSWEEP_4_18,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_18,CODE_4,MED_TRIM_CODE,8,-,-,-,-,TCSWEEP_MED_18,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_18,CODE_4,MED_DONE,1,-,-,-,-,TCSWEEP_MED_18,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_19,CODE_0,TRIM_CODE,8,-,-,-,-,TCSWEEP_0_19,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_0_19
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_19,CODE_0,DONE,1,-,-,-,-,TCSWEEP_0_19,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_19,CODE_0,ERROR,1,-,-,-,-,TCSWEEP_0_19,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_19,CODE_1,TRIM_CODE,8,-,-,-,-,TCSWEEP_1_19,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_1_19
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_19,CODE_1,DONE,1,-,-,-,-,TCSWEEP_1_19,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_19,CODE_1,ERROR,1,-,-,-,-,TCSWEEP_1_19,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_19,CODE_2,TRIM_CODE,8,-,-,-,-,TCSWEEP_2_19,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_2_19
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_19,CODE_2,DONE,1,-,-,-,-,TCSWEEP_2_19,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_19,CODE_2,ERROR,1,-,-,-,-,TCSWEEP_2_19,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_19,CODE_3,TRIM_CODE,8,-,-,-,-,TCSWEEP_3_19,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_3_19
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_19,CODE_3,DONE,1,-,-,-,-,TCSWEEP_3_19,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_19,CODE_3,ERROR,1,-,-,-,-,TCSWEEP_3_19,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_19,CODE_4,TRIM_CODE,8,-,-,-,-,TCSWEEP_4_19,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_H_4_19
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_19,CODE_4,DONE,1,-,-,-,-,TCSWEEP_4_19,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_19,CODE_4,ERROR,1,-,-,-,-,TCSWEEP_4_19,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_19,CODE_4,MED_TRIM_CODE,8,-,-,-,-,TCSWEEP_MED_19,-,-,
IPC::CPU_TDO,BGR,TRIM_CODE_GROUP_19,CODE_4,MED_DONE,1,-,-,-,-,TCSWEEP_MED_19,-,-,
