Pin,CPU,Domain,Sequence,Subsequence,Register,Field,Size,Equation,ItuffToken,StorageToken
CPU_TDO,CPU,RINGPRIM,AGS_0,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_RINGPRIM_AGSBGBUFADC0_AGS_0
CPU_TDO,CPU,RINGPRIM,DGS_0,,ADC1,ADC1_AGSBGBUFADC0,10,-,-,I:DUT.CPU_RINGPRIM_AGSBGBUFADC0_DGS_0
CPU_TDO,CPU,RINGSEC0,AGS_0,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_RINGSEC0_AGSBGBUFADC0_AGS_0
CPU_TDO,CPU,RINGSEC0,DGS_0,,ADC1,ADC1_AGSBGBUFADC0,10,-,-,I:DUT.CPU_RINGSEC0_AGSBGBUFADC0_DGS_0
CPU_TDO,CPU,RINGSEC1,AGS_0,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_RINGSEC1_AGSBGBUFADC0_AGS_0
CPU_TDO,CPU,RINGSEC1,DGS_0,,ADC1,ADC1_AGSBGBUFADC0,10,-,-,I:DUT.CPU_RINGSEC1_AGSBGBUFADC0_DGS_0
CPU_TDO,CPU,RINGSEC2,AGS_0,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_RINGSEC2_AGSBGBUFADC0_AGS_0
CPU_TDO,CPU,RINGSEC2,DGS_0,,ADC1,ADC1_AGSBGBUFADC0,10,-,-,I:DUT.CPU_RINGSEC2_AGSBGBUFADC0_DGS_0
CPU_TDO,CPU,ATOM0,BGBUF_0,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_ATOM0_AGSBGBUFADC0_BGBUF_0
CPU_TDO,CPU,ATOM1,BGBUF_0,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_ATOM1_AGSBGBUFADC0_BGBUF_0
CPU_TDO,CPU,ATOM2,BGBUF_0,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_ATOM2_AGSBGBUFADC0_BGBUF_0
CPU_TDO,CPU,ATOM3,BGBUF_0,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_ATOM3_AGSBGBUFADC0_BGBUF_0
CPU_TDO,CPU,CORE0P,BGBUF_0,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE0P_AGSBGBUFADC0_BGBUF_0
CPU_TDO,CPU,CORE0S,BGBUF_0,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE0S_AGSBGBUFADC0_BGBUF_0
CPU_TDO,CPU,CORE1P,BGBUF_0,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE1P_AGSBGBUFADC0_BGBUF_0
CPU_TDO,CPU,CORE1S,BGBUF_0,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE1S_AGSBGBUFADC0_BGBUF_0
CPU_TDO,CPU,CORE2P,BGBUF_0,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE2P_AGSBGBUFADC0_BGBUF_0
CPU_TDO,CPU,CORE2S,BGBUF_0,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE2S_AGSBGBUFADC0_BGBUF_0
CPU_TDO,CPU,CORE3P,BGBUF_0,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE3P_AGSBGBUFADC0_BGBUF_0
CPU_TDO,CPU,CORE3S,BGBUF_0,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE3S_AGSBGBUFADC0_BGBUF_0
CPU_TDO,CPU,RINGPRIM,BGBUF_0,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_RINGPRIM_AGSBGBUFADC0_BGBUF_0
CPU_TDO,CPU,RINGSEC0,BGBUF_0,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_RINGSEC0_AGSBGBUFADC0_BGBUF_0
CPU_TDO,CPU,RINGSEC1,BGBUF_0,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_RINGSEC1_AGSBGBUFADC0_BGBUF_0
CPU_TDO,CPU,RINGSEC2,BGBUF_0,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_RINGSEC2_AGSBGBUFADC0_BGBUF_0
CPU_TDO,CPU,ATOM0,AGS_1,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_ATOM0_AGSBGBUFADC0_AGS_1
CPU_TDO,CPU,ATOM0,DGS_1,,ADC1,ADC1_AGSBGBUFADC0,10,-,-,I:DUT.CPU_ATOM0_AGSBGBUFADC0_DGS_1
CPU_TDO,CPU,ATOM1,AGS_1,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_ATOM1_AGSBGBUFADC0_AGS_1
CPU_TDO,CPU,ATOM1,DGS_1,,ADC1,ADC1_AGSBGBUFADC0,10,-,-,I:DUT.CPU_ATOM1_AGSBGBUFADC0_DGS_1
CPU_TDO,CPU,ATOM2,AGS_1,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_ATOM2_AGSBGBUFADC0_AGS_1
CPU_TDO,CPU,ATOM2,DGS_1,,ADC1,ADC1_AGSBGBUFADC0,10,-,-,I:DUT.CPU_ATOM2_AGSBGBUFADC0_DGS_1
CPU_TDO,CPU,ATOM3,AGS_1,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_ATOM3_AGSBGBUFADC0_AGS_1
CPU_TDO,CPU,ATOM3,DGS_1,,ADC1,ADC1_AGSBGBUFADC0,10,-,-,I:DUT.CPU_ATOM3_AGSBGBUFADC0_DGS_1
CPU_TDO,CPU,CORE0P,AGS_1,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE0P_AGSBGBUFADC0_AGS_1
CPU_TDO,CPU,CORE0P,DGS_1,,ADC1,ADC1_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE0P_AGSBGBUFADC0_DGS_1
CPU_TDO,CPU,CORE0S,AGS_1,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE0S_AGSBGBUFADC0_AGS_1
CPU_TDO,CPU,CORE0S,DGS_1,,ADC1,ADC1_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE0S_AGSBGBUFADC0_DGS_1
CPU_TDO,CPU,CORE1P,AGS_1,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE1P_AGSBGBUFADC0_AGS_1
CPU_TDO,CPU,CORE1P,DGS_1,,ADC1,ADC1_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE1P_AGSBGBUFADC0_DGS_1
CPU_TDO,CPU,CORE1S,AGS_1,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE1S_AGSBGBUFADC0_AGS_1
CPU_TDO,CPU,CORE1S,DGS_1,,ADC1,ADC1_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE1S_AGSBGBUFADC0_DGS_1
CPU_TDO,CPU,CORE2P,AGS_1,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE2P_AGSBGBUFADC0_AGS_1
CPU_TDO,CPU,CORE2P,DGS_1,,ADC1,ADC1_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE2P_AGSBGBUFADC0_DGS_1
CPU_TDO,CPU,CORE2S,AGS_1,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE2S_AGSBGBUFADC0_AGS_1
CPU_TDO,CPU,CORE2S,DGS_1,,ADC1,ADC1_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE2S_AGSBGBUFADC0_DGS_1
CPU_TDO,CPU,CORE3P,AGS_1,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE3P_AGSBGBUFADC0_AGS_1
CPU_TDO,CPU,CORE3P,DGS_1,,ADC1,ADC1_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE3P_AGSBGBUFADC0_DGS_1
CPU_TDO,CPU,CORE3S,AGS_1,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE3S_AGSBGBUFADC0_AGS_1
CPU_TDO,CPU,CORE3S,DGS_1,,ADC1,ADC1_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE3S_AGSBGBUFADC0_DGS_1
CPU_TDO,CPU,RINGPRIM,AGS_1,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_RINGPRIM_AGSBGBUFADC0_AGS_1
CPU_TDO,CPU,RINGPRIM,DGS_1,,ADC1,ADC1_AGSBGBUFADC0,10,-,-,I:DUT.CPU_RINGPRIM_AGSBGBUFADC0_DGS_1
CPU_TDO,CPU,RINGSEC0,AGS_1,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_RINGSEC0_AGSBGBUFADC0_AGS_1
CPU_TDO,CPU,RINGSEC0,DGS_1,,ADC1,ADC1_AGSBGBUFADC0,10,-,-,I:DUT.CPU_RINGSEC0_AGSBGBUFADC0_DGS_1
CPU_TDO,CPU,RINGSEC1,AGS_1,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_RINGSEC1_AGSBGBUFADC0_AGS_1
CPU_TDO,CPU,RINGSEC1,DGS_1,,ADC1,ADC1_AGSBGBUFADC0,10,-,-,I:DUT.CPU_RINGSEC1_AGSBGBUFADC0_DGS_1
CPU_TDO,CPU,RINGSEC2,AGS_1,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_RINGSEC2_AGSBGBUFADC0_AGS_1
CPU_TDO,CPU,RINGSEC2,DGS_1,,ADC1,ADC1_AGSBGBUFADC0,10,-,-,I:DUT.CPU_RINGSEC2_AGSBGBUFADC0_DGS_1
CPU_TDO,CPU,ATOM0,BGBUF_1,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_ATOM0_AGSBGBUFADC0_BGBUF_1
CPU_TDO,CPU,ATOM1,BGBUF_1,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_ATOM1_AGSBGBUFADC0_BGBUF_1
CPU_TDO,CPU,ATOM2,BGBUF_1,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_ATOM2_AGSBGBUFADC0_BGBUF_1
CPU_TDO,CPU,ATOM3,BGBUF_1,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_ATOM3_AGSBGBUFADC0_BGBUF_1
CPU_TDO,CPU,CORE0P,BGBUF_1,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE0P_AGSBGBUFADC0_BGBUF_1
CPU_TDO,CPU,CORE0S,BGBUF_1,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE0S_AGSBGBUFADC0_BGBUF_1
CPU_TDO,CPU,CORE1P,BGBUF_1,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE1P_AGSBGBUFADC0_BGBUF_1
CPU_TDO,CPU,CORE1S,BGBUF_1,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE1S_AGSBGBUFADC0_BGBUF_1
CPU_TDO,CPU,CORE2P,BGBUF_1,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE2P_AGSBGBUFADC0_BGBUF_1
CPU_TDO,CPU,CORE2S,BGBUF_1,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE2S_AGSBGBUFADC0_BGBUF_1
CPU_TDO,CPU,CORE3P,BGBUF_1,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE3P_AGSBGBUFADC0_BGBUF_1
CPU_TDO,CPU,CORE3S,BGBUF_1,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE3S_AGSBGBUFADC0_BGBUF_1
CPU_TDO,CPU,RINGPRIM,BGBUF_1,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_RINGPRIM_AGSBGBUFADC0_BGBUF_1
CPU_TDO,CPU,RINGSEC0,BGBUF_1,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_RINGSEC0_AGSBGBUFADC0_BGBUF_1
CPU_TDO,CPU,RINGSEC1,BGBUF_1,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_RINGSEC1_AGSBGBUFADC0_BGBUF_1
CPU_TDO,CPU,RINGSEC2,BGBUF_1,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_RINGSEC2_AGSBGBUFADC0_BGBUF_1
CPU_TDO,CPU,ATOM0,AGS_2,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_ATOM0_AGSBGBUFADC0_AGS_2
CPU_TDO,CPU,ATOM0,DGS_2,,ADC1,ADC1_AGSBGBUFADC0,10,-,-,I:DUT.CPU_ATOM0_AGSBGBUFADC0_DGS_2
CPU_TDO,CPU,ATOM1,AGS_2,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_ATOM1_AGSBGBUFADC0_AGS_2
CPU_TDO,CPU,ATOM1,DGS_2,,ADC1,ADC1_AGSBGBUFADC0,10,-,-,I:DUT.CPU_ATOM1_AGSBGBUFADC0_DGS_2
CPU_TDO,CPU,ATOM2,AGS_2,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_ATOM2_AGSBGBUFADC0_AGS_2
CPU_TDO,CPU,ATOM2,DGS_2,,ADC1,ADC1_AGSBGBUFADC0,10,-,-,I:DUT.CPU_ATOM2_AGSBGBUFADC0_DGS_2
CPU_TDO,CPU,ATOM3,AGS_2,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_ATOM3_AGSBGBUFADC0_AGS_2
CPU_TDO,CPU,ATOM3,DGS_2,,ADC1,ADC1_AGSBGBUFADC0,10,-,-,I:DUT.CPU_ATOM3_AGSBGBUFADC0_DGS_2
CPU_TDO,CPU,CORE0P,AGS_2,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE0P_AGSBGBUFADC0_AGS_2
CPU_TDO,CPU,CORE0P,DGS_2,,ADC1,ADC1_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE0P_AGSBGBUFADC0_DGS_2
CPU_TDO,CPU,CORE0S,AGS_2,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE0S_AGSBGBUFADC0_AGS_2
CPU_TDO,CPU,CORE0S,DGS_2,,ADC1,ADC1_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE0S_AGSBGBUFADC0_DGS_2
CPU_TDO,CPU,CORE1P,AGS_2,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE1P_AGSBGBUFADC0_AGS_2
CPU_TDO,CPU,CORE1P,DGS_2,,ADC1,ADC1_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE1P_AGSBGBUFADC0_DGS_2
CPU_TDO,CPU,CORE1S,AGS_2,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE1S_AGSBGBUFADC0_AGS_2
CPU_TDO,CPU,CORE1S,DGS_2,,ADC1,ADC1_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE1S_AGSBGBUFADC0_DGS_2
CPU_TDO,CPU,CORE2P,AGS_2,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE2P_AGSBGBUFADC0_AGS_2
CPU_TDO,CPU,CORE2P,DGS_2,,ADC1,ADC1_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE2P_AGSBGBUFADC0_DGS_2
CPU_TDO,CPU,CORE2S,AGS_2,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE2S_AGSBGBUFADC0_AGS_2
CPU_TDO,CPU,CORE2S,DGS_2,,ADC1,ADC1_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE2S_AGSBGBUFADC0_DGS_2
CPU_TDO,CPU,CORE3P,AGS_2,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE3P_AGSBGBUFADC0_AGS_2
CPU_TDO,CPU,CORE3P,DGS_2,,ADC1,ADC1_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE3P_AGSBGBUFADC0_DGS_2
CPU_TDO,CPU,CORE3S,AGS_2,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE3S_AGSBGBUFADC0_AGS_2
CPU_TDO,CPU,CORE3S,DGS_2,,ADC1,ADC1_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE3S_AGSBGBUFADC0_DGS_2
CPU_TDO,CPU,RINGPRIM,AGS_2,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_RINGPRIM_AGSBGBUFADC0_AGS_2
CPU_TDO,CPU,RINGPRIM,DGS_2,,ADC1,ADC1_AGSBGBUFADC0,10,-,-,I:DUT.CPU_RINGPRIM_AGSBGBUFADC0_DGS_2
CPU_TDO,CPU,RINGSEC0,AGS_2,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_RINGSEC0_AGSBGBUFADC0_AGS_2
CPU_TDO,CPU,RINGSEC0,DGS_2,,ADC1,ADC1_AGSBGBUFADC0,10,-,-,I:DUT.CPU_RINGSEC0_AGSBGBUFADC0_DGS_2
CPU_TDO,CPU,RINGSEC1,AGS_2,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_RINGSEC1_AGSBGBUFADC0_AGS_2
CPU_TDO,CPU,RINGSEC1,DGS_2,,ADC1,ADC1_AGSBGBUFADC0,10,-,-,I:DUT.CPU_RINGSEC1_AGSBGBUFADC0_DGS_2
CPU_TDO,CPU,RINGSEC2,AGS_2,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_RINGSEC2_AGSBGBUFADC0_AGS_2
CPU_TDO,CPU,RINGSEC2,DGS_2,,ADC1,ADC1_AGSBGBUFADC0,10,-,-,I:DUT.CPU_RINGSEC2_AGSBGBUFADC0_DGS_2
CPU_TDO,CPU,ATOM0,BGBUF_2,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_ATOM0_AGSBGBUFADC0_BGBUF_2
CPU_TDO,CPU,ATOM1,BGBUF_2,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_ATOM1_AGSBGBUFADC0_BGBUF_2
CPU_TDO,CPU,ATOM2,BGBUF_2,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_ATOM2_AGSBGBUFADC0_BGBUF_2
CPU_TDO,CPU,ATOM3,BGBUF_2,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_ATOM3_AGSBGBUFADC0_BGBUF_2
CPU_TDO,CPU,CORE0P,BGBUF_2,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE0P_AGSBGBUFADC0_BGBUF_2
CPU_TDO,CPU,CORE0S,BGBUF_2,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE0S_AGSBGBUFADC0_BGBUF_2
CPU_TDO,CPU,CORE1P,BGBUF_2,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE1P_AGSBGBUFADC0_BGBUF_2
CPU_TDO,CPU,CORE1S,BGBUF_2,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE1S_AGSBGBUFADC0_BGBUF_2
CPU_TDO,CPU,CORE2P,BGBUF_2,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE2P_AGSBGBUFADC0_BGBUF_2
CPU_TDO,CPU,CORE2S,BGBUF_2,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE2S_AGSBGBUFADC0_BGBUF_2
CPU_TDO,CPU,CORE3P,BGBUF_2,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE3P_AGSBGBUFADC0_BGBUF_2
CPU_TDO,CPU,CORE3S,BGBUF_2,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_CORE3S_AGSBGBUFADC0_BGBUF_2
CPU_TDO,CPU,RINGPRIM,BGBUF_2,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_RINGPRIM_AGSBGBUFADC0_BGBUF_2
CPU_TDO,CPU,RINGSEC0,BGBUF_2,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_RINGSEC0_AGSBGBUFADC0_BGBUF_2
CPU_TDO,CPU,RINGSEC1,BGBUF_2,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_RINGSEC1_AGSBGBUFADC0_BGBUF_2
CPU_TDO,CPU,RINGSEC2,BGBUF_2,,ADC0,ADC0_AGSBGBUFADC0,10,-,-,I:DUT.CPU_RINGSEC2_AGSBGBUFADC0_BGBUF_2
