Pin,Domain,Pol,TAP,Register,Field,Size,Base,ExpectedData,LowLimit,HighLimit,StringData,ItuffToken,ItuffDescriptor,ExitPort,StorageToken,Equation
CPU1_TDO,ATOM0,5,ATOMSLICE0_DLVRLATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM0_PT1_TRIM_CODE_5,-
CPU1_TDO,ATOM1,0,ATOMSLICE0_DLVRRATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM1_PT1_TRIM_DONE_0,-
CPU1_TDO,ATOM1,0,ATOMSLICE0_DLVRRATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM1_PT1_TRIM_ERR_0,-
CPU1_TDO,ATOM1,0,ATOMSLICE0_DLVRRATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM1_PT1_TRIM_CODE_0,-
CPU1_TDO,ATOM1,1,ATOMSLICE0_DLVRRATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM1_PT1_TRIM_DONE_1,-
CPU1_TDO,ATOM1,1,ATOMSLICE0_DLVRRATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM1_PT1_TRIM_ERR_1,-
CPU1_TDO,ATOM1,1,ATOMSLICE0_DLVRRATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM1_PT1_TRIM_CODE_1,-
CPU1_TDO,ATOM1,2,ATOMSLICE0_DLVRRATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM1_PT1_TRIM_DONE_2,-
CPU1_TDO,ATOM1,2,ATOMSLICE0_DLVRRATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM1_PT1_TRIM_ERR_2,-
CPU1_TDO,ATOM1,2,ATOMSLICE0_DLVRRATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM1_PT1_TRIM_CODE_2,-
CPU1_TDO,ATOM1,3,ATOMSLICE0_DLVRRATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM1_PT1_TRIM_DONE_3,-
CPU1_TDO,ATOM1,3,ATOMSLICE0_DLVRRATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM1_PT1_TRIM_ERR_3,-
CPU1_TDO,ATOM1,3,ATOMSLICE0_DLVRRATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM1_PT1_TRIM_CODE_3,-
CPU1_TDO,ATOM1,4,ATOMSLICE0_DLVRRATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM1_PT1_TRIM_DONE_4,-
CPU1_TDO,ATOM1,4,ATOMSLICE0_DLVRRATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM1_PT1_TRIM_ERR_4,-
CPU1_TDO,ATOM1,4,ATOMSLICE0_DLVRRATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM1_PT1_TRIM_CODE_4,-
CPU1_TDO,ATOM1,5,ATOMSLICE0_DLVRRATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM1_PT1_TRIM_DONE_5,-
CPU1_TDO,ATOM1,5,ATOMSLICE0_DLVRRATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM1_PT1_TRIM_ERR_5,-
CPU1_TDO,ATOM1,5,ATOMSLICE0_DLVRRATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM1_PT1_TRIM_CODE_5,-
CPU1_TDO,ATOM2,0,ATOMSLICE1_DLVRLATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM2_PT1_TRIM_DONE_0,-
CPU1_TDO,ATOM2,0,ATOMSLICE1_DLVRLATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM2_PT1_TRIM_ERR_0,-
CPU1_TDO,ATOM2,0,ATOMSLICE1_DLVRLATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM2_PT1_TRIM_CODE_0,-
CPU1_TDO,ATOM2,1,ATOMSLICE1_DLVRLATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM2_PT1_TRIM_DONE_1,-
CPU1_TDO,ATOM2,1,ATOMSLICE1_DLVRLATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM2_PT1_TRIM_ERR_1,-
CPU1_TDO,ATOM2,1,ATOMSLICE1_DLVRLATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM2_PT1_TRIM_CODE_1,-
CPU1_TDO,ATOM2,2,ATOMSLICE1_DLVRLATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM2_PT1_TRIM_DONE_2,-
CPU1_TDO,ATOM2,2,ATOMSLICE1_DLVRLATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM2_PT1_TRIM_ERR_2,-
CPU1_TDO,ATOM2,2,ATOMSLICE1_DLVRLATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM2_PT1_TRIM_CODE_2,-
CPU1_TDO,ATOM2,3,ATOMSLICE1_DLVRLATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM2_PT1_TRIM_DONE_3,-
CPU1_TDO,ATOM2,3,ATOMSLICE1_DLVRLATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM2_PT1_TRIM_ERR_3,-
CPU1_TDO,ATOM2,3,ATOMSLICE1_DLVRLATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM2_PT1_TRIM_CODE_3,-
CPU1_TDO,ATOM2,4,ATOMSLICE1_DLVRLATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM2_PT1_TRIM_DONE_4,-
CPU1_TDO,ATOM2,4,ATOMSLICE1_DLVRLATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM2_PT1_TRIM_ERR_4,-
CPU1_TDO,ATOM2,4,ATOMSLICE1_DLVRLATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM2_PT1_TRIM_CODE_4,-
CPU1_TDO,ATOM2,5,ATOMSLICE1_DLVRLATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM2_PT1_TRIM_DONE_5,-
CPU1_TDO,ATOM2,5,ATOMSLICE1_DLVRLATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM2_PT1_TRIM_ERR_5,-
CPU1_TDO,ATOM2,5,ATOMSLICE1_DLVRLATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM2_PT1_TRIM_CODE_5,-
CPU1_TDO,ATOM3,0,ATOMSLICE1_DLVRRATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM3_PT1_TRIM_DONE_0,-
CPU1_TDO,ATOM3,0,ATOMSLICE1_DLVRRATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM3_PT1_TRIM_ERR_0,-
CPU1_TDO,ATOM3,0,ATOMSLICE1_DLVRRATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM3_PT1_TRIM_CODE_0,-
CPU1_TDO,ATOM3,1,ATOMSLICE1_DLVRRATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM3_PT1_TRIM_DONE_1,-
CPU1_TDO,ATOM3,1,ATOMSLICE1_DLVRRATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM3_PT1_TRIM_ERR_1,-
CPU1_TDO,ATOM3,1,ATOMSLICE1_DLVRRATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM3_PT1_TRIM_CODE_1,-
CPU1_TDO,ATOM3,2,ATOMSLICE1_DLVRRATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM3_PT1_TRIM_DONE_2,-
CPU1_TDO,ATOM3,2,ATOMSLICE1_DLVRRATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM3_PT1_TRIM_ERR_2,-
CPU1_TDO,ATOM3,2,ATOMSLICE1_DLVRRATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM3_PT1_TRIM_CODE_2,-
CPU1_TDO,ATOM3,3,ATOMSLICE1_DLVRRATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM3_PT1_TRIM_DONE_3,-
CPU1_TDO,ATOM3,3,ATOMSLICE1_DLVRRATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM3_PT1_TRIM_ERR_3,-
CPU1_TDO,ATOM3,3,ATOMSLICE1_DLVRRATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM3_PT1_TRIM_CODE_3,-
CPU1_TDO,ATOM3,4,ATOMSLICE1_DLVRRATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM3_PT1_TRIM_DONE_4,-
CPU1_TDO,ATOM3,4,ATOMSLICE1_DLVRRATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM3_PT1_TRIM_ERR_4,-
CPU1_TDO,ATOM3,4,ATOMSLICE1_DLVRRATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM3_PT1_TRIM_CODE_4,-
CPU1_TDO,ATOM3,5,ATOMSLICE1_DLVRRATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM3_PT1_TRIM_DONE_5,-
CPU1_TDO,ATOM3,5,ATOMSLICE1_DLVRRATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM3_PT1_TRIM_ERR_5,-
CPU1_TDO,ATOM3,5,ATOMSLICE1_DLVRRATOM,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_ATOM3_PT1_TRIM_CODE_5,-
CPU1_TDO,CORE0P,0,BCSLICE0_BSL_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE0P_PT1_TRIM_DONE_0,-
CPU1_TDO,CORE0P,0,BCSLICE0_BSL_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE0P_PT1_TRIM_ERR_0,-
CPU1_TDO,CORE0P,0,BCSLICE0_BSL_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE0P_PT1_TRIM_CODE_0,-
CPU1_TDO,CORE0P,1,BCSLICE0_BSL_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE0P_PT1_TRIM_DONE_1,-
CPU1_TDO,CORE0P,1,BCSLICE0_BSL_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE0P_PT1_TRIM_ERR_1,-
CPU1_TDO,CORE0P,1,BCSLICE0_BSL_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE0P_PT1_TRIM_CODE_1,-
CPU1_TDO,CORE0P,2,BCSLICE0_BSL_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE0P_PT1_TRIM_DONE_2,-
CPU1_TDO,CORE0P,2,BCSLICE0_BSL_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE0P_PT1_TRIM_ERR_2,-
CPU1_TDO,CORE0P,2,BCSLICE0_BSL_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE0P_PT1_TRIM_CODE_2,-
CPU1_TDO,CORE0P,3,BCSLICE0_BSL_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE0P_PT1_TRIM_DONE_3,-
CPU1_TDO,CORE0P,3,BCSLICE0_BSL_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE0P_PT1_TRIM_ERR_3,-
CPU1_TDO,CORE0P,3,BCSLICE0_BSL_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE0P_PT1_TRIM_CODE_3,-
CPU1_TDO,CORE0P,4,BCSLICE0_BSL_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE0P_PT1_TRIM_DONE_4,-
CPU1_TDO,CORE0P,4,BCSLICE0_BSL_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE0P_PT1_TRIM_ERR_4,-
CPU1_TDO,CORE0P,4,BCSLICE0_BSL_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE0P_PT1_TRIM_CODE_4,-
CPU1_TDO,CORE0P,5,BCSLICE0_BSL_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE0P_PT1_TRIM_DONE_5,-
CPU1_TDO,CORE0P,5,BCSLICE0_BSL_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE0P_PT1_TRIM_ERR_5,-
CPU1_TDO,CORE0P,5,BCSLICE0_BSL_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE0P_PT1_TRIM_CODE_5,-
CPU1_TDO,CORE0S,0,BCSLICE0_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE0S_PT1_TRIM_DONE_0,-
CPU1_TDO,CORE0S,0,BCSLICE0_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE0S_PT1_TRIM_ERR_0,-
CPU1_TDO,CORE0S,0,BCSLICE0_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE0S_PT1_TRIM_CODE_0,-
CPU1_TDO,CORE0S,1,BCSLICE0_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE0S_PT1_TRIM_DONE_1,-
CPU1_TDO,CORE0S,1,BCSLICE0_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE0S_PT1_TRIM_ERR_1,-
CPU1_TDO,CORE0S,1,BCSLICE0_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE0S_PT1_TRIM_CODE_1,-
CPU1_TDO,CORE0S,2,BCSLICE0_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE0S_PT1_TRIM_DONE_2,-
CPU1_TDO,CORE0S,2,BCSLICE0_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE0S_PT1_TRIM_ERR_2,-
CPU1_TDO,CORE0S,2,BCSLICE0_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE0S_PT1_TRIM_CODE_2,-
CPU1_TDO,CORE0S,3,BCSLICE0_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE0S_PT1_TRIM_DONE_3,-
CPU1_TDO,CORE0S,3,BCSLICE0_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE0S_PT1_TRIM_ERR_3,-
CPU1_TDO,CORE0S,3,BCSLICE0_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE0S_PT1_TRIM_CODE_3,-
CPU1_TDO,CORE0S,4,BCSLICE0_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE0S_PT1_TRIM_DONE_4,-
CPU1_TDO,CORE0S,4,BCSLICE0_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE0S_PT1_TRIM_ERR_4,-
CPU1_TDO,CORE0S,4,BCSLICE0_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE0S_PT1_TRIM_CODE_4,-
CPU1_TDO,CORE0S,5,BCSLICE0_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE0S_PT1_TRIM_DONE_5,-
CPU1_TDO,CORE0S,5,BCSLICE0_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE0S_PT1_TRIM_ERR_5,-
CPU1_TDO,CORE0S,5,BCSLICE0_BSL_DLVRCORE_TOP,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE0S_PT1_TRIM_CODE_5,-
CPU1_TDO,CORE1P,0,BCSLICE0_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE1P_PT1_TRIM_DONE_0,-
CPU1_TDO,CORE1P,0,BCSLICE0_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE1P_PT1_TRIM_ERR_0,-
CPU1_TDO,CORE1P,0,BCSLICE0_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_CODE,7,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE1P_PT1_TRIM_CODE_0,-
CPU1_TDO,CORE1P,1,BCSLICE0_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_DONE,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE1P_PT1_TRIM_DONE_1,-
CPU1_TDO,CORE1P,1,BCSLICE0_BSR_DLVRCORE_BOT,DLVR_TAP_TRIM_STATUS,PT1_TRIM_ERR,1,-,-,-,-,-,-,-,-,I:DUT.CPU1_CORE1P_PT1_TRIM_ERR_1,-
