Pin,Domain,Register,Field,Size,Base,StringData,ItuffToken,ItuffDescriptor,ExitPort,StorageToken,Equation
CPU_TDO,CORE1P,CLK_GATING,CRIR,1,-,-,CPU_CRIR,,-,-,-
CPU_TDO,CORE1P,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H,1,-,-,CPU_CRI_CLK_1,,-,-,-
CPU_TDO,CORE1P,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H1,1,-,-,CPU_CRI_CLK_0,,-,-,-
CPU_TDO,CORE1S,CLK_GATING,CRIA,1,-,-,CPU_CRIA,,-,-,-
CPU_TDO,CORE1S,CLK_GATING,CRIR,1,-,-,CPU_CRIR,,-,-,-
CPU_TDO,CORE1S,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H,1,-,-,CPU_CRI_CLK_1,,-,-,-
CPU_TDO,CORE1S,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H1,1,-,-,CPU_CRI_CLK_0,,-,-,-
CPU_TDO,CORE2P,CLK_GATING,CRIA,1,-,-,CPU_CRIA,,-,-,-
CPU_TDO,CORE2P,CLK_GATING,CRIR,1,-,-,CPU_CRIR,,-,-,-
CPU_TDO,CORE2P,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H,1,-,-,CPU_CRI_CLK_1,,-,-,-
CPU_TDO,CORE2P,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H1,1,-,-,CPU_CRI_CLK_0,,-,-,-
CPU_TDO,CORE2S,CLK_GATING,CRIA,1,-,-,CPU_CRIA,,-,-,-
CPU_TDO,CORE2S,CLK_GATING,CRIR,1,-,-,CPU_CRIR,,-,-,-
CPU_TDO,CORE2S,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H,1,-,-,CPU_CRI_CLK_1,,-,-,-
CPU_TDO,CORE2S,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H1,1,-,-,CPU_CRI_CLK_0,,-,-,-
CPU_TDO,CORE3P,CLK_GATING,CRIA,1,-,-,CPU_CRIA,,-,-,-
CPU_TDO,CORE3P,CLK_GATING,CRIR,1,-,-,CPU_CRIR,,-,-,-
CPU_TDO,CORE3P,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H,1,-,-,CPU_CRI_CLK_1,,-,-,-
CPU_TDO,CORE3P,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H1,1,-,-,CPU_CRI_CLK_0,,-,-,-
CPU_TDO,CORE3S,CLK_GATING,CRIA,1,-,-,CPU_CRIA,,-,-,-
CPU_TDO,CORE3S,CLK_GATING,CRIR,1,-,-,CPU_CRIR,,-,-,-
CPU_TDO,CORE3S,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H,1,-,-,CPU_CRI_CLK_1,,-,-,-
CPU_TDO,CORE3S,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H1,1,-,-,CPU_CRI_CLK_0,,-,-,-
CPU_TDO,RINGPRIM,CLK_GATING,CRIA,1,-,-,CPU_CRIA,,-,-,-
CPU_TDO,RINGPRIM,CLK_GATING,CRIR,1,-,-,CPU_CRIR,,-,-,-
CPU_TDO,RINGPRIM,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H,1,-,-,CPU_CRI_CLK_1,,-,-,-
CPU_TDO,RINGPRIM,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H1,1,-,-,CPU_CRI_CLK_0,,-,-,-
CPU_TDO,RINGSEC0,CLK_GATING,CRIA,1,-,-,CPU_CRIA,,-,-,-
CPU_TDO,RINGSEC0,CLK_GATING,CRIR,1,-,-,CPU_CRIR,,-,-,-
CPU_TDO,RINGSEC0,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H,1,-,-,CPU_CRI_CLK_1,,-,-,-
CPU_TDO,RINGSEC0,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H1,1,-,-,CPU_CRI_CLK_0,,-,-,-
CPU_TDO,RINGSEC1,CLK_GATING,CRIA,1,-,-,CPU_CRIA,,-,-,-
CPU_TDO,RINGSEC1,CLK_GATING,CRIR,1,-,-,CPU_CRIR,,-,-,-
CPU_TDO,RINGSEC1,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H,1,-,-,CPU_CRI_CLK_1,,-,-,-
CPU_TDO,RINGSEC1,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H1,1,-,-,CPU_CRI_CLK_0,,-,-,-
CPU_TDO,RINGSEC2,CLK_GATING,CRIA,1,-,-,CPU_CRIA,,-,-,-
CPU_TDO,RINGSEC2,CLK_GATING,CRIR,1,-,-,CPU_CRIR,,-,-,-
CPU_TDO,RINGSEC2,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H,1,-,-,CPU_CRI_CLK_1,,-,-,-
CPU_TDO,RINGSEC2,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H1,1,-,-,CPU_CRI_CLK_0,,-,-,-
CPU1_TDO,ATOM0,CLK_GATING,CRIA,1,-,-,CPU1_CRIA,,-,-,-
CPU1_TDO,ATOM0,CLK_GATING,CRIR,1,-,-,CPU1_CRIR,,-,-,-
CPU1_TDO,ATOM0,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H,1,-,-,CPU1_CRI_CLK_1,,-,-,-
CPU1_TDO,ATOM0,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H1,1,-,-,CPU1_CRI_CLK_0,,-,-,-
CPU1_TDO,ATOM1,CLK_GATING,CRIA,1,-,-,CPU1_CRIA,,-,-,-
CPU1_TDO,ATOM1,CLK_GATING,CRIR,1,-,-,CPU1_CRIR,,-,-,-
CPU1_TDO,ATOM1,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H,1,-,-,CPU1_CRI_CLK_1,,-,-,-
CPU1_TDO,ATOM1,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H1,1,-,-,CPU1_CRI_CLK_0,,-,-,-
CPU1_TDO,ATOM2,CLK_GATING,CRIA,1,-,-,CPU1_CRIA,,-,-,-
CPU1_TDO,ATOM2,CLK_GATING,CRIR,1,-,-,CPU1_CRIR,,-,-,-
CPU1_TDO,ATOM2,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H,1,-,-,CPU1_CRI_CLK_1,,-,-,-
CPU1_TDO,ATOM2,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H1,1,-,-,CPU1_CRI_CLK_0,,-,-,-
CPU1_TDO,ATOM3,CLK_GATING,CRIA,1,-,-,CPU1_CRIA,,-,-,-
CPU1_TDO,ATOM3,CLK_GATING,CRIR,1,-,-,CPU1_CRIR,,-,-,-
CPU1_TDO,ATOM3,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H,1,-,-,CPU1_CRI_CLK_1,,-,-,-
CPU1_TDO,ATOM3,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H1,1,-,-,CPU1_CRI_CLK_0,,-,-,-
CPU1_TDO,CORE0P,CLK_GATING,CRIA,1,-,-,CPU1_CRIA,,-,-,-
CPU1_TDO,CORE0P,CLK_GATING,CRIR,1,-,-,CPU1_CRIR,,-,-,-
CPU1_TDO,CORE0P,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H,1,-,-,CPU1_CRI_CLK_1,,-,-,-
CPU1_TDO,CORE0P,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H1,1,-,-,CPU1_CRI_CLK_0,,-,-,-
CPU1_TDO,CORE0S,CLK_GATING,CRIA,1,-,-,CPU1_CRIA,,-,-,-
CPU1_TDO,CORE0S,CLK_GATING,CRIR,1,-,-,CPU1_CRIR,,-,-,-
CPU1_TDO,CORE0S,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H,1,-,-,CPU1_CRI_CLK_1,,-,-,-
CPU1_TDO,CORE0S,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H1,1,-,-,CPU1_CRI_CLK_0,,-,-,-
CPU1_TDO,CORE1P,CLK_GATING,CRIA,1,-,-,CPU1_CRIA,,-,-,-
CPU1_TDO,CORE1P,CLK_GATING,CRIR,1,-,-,CPU1_CRIR,,-,-,-
CPU1_TDO,CORE1P,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H,1,-,-,CPU1_CRI_CLK_1,,-,-,-
CPU1_TDO,CORE1P,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H1,1,-,-,CPU1_CRI_CLK_0,,-,-,-
CPU1_TDO,CORE1S,CLK_GATING,CRIA,1,-,-,CPU1_CRIA,,-,-,-
CPU1_TDO,CORE1S,CLK_GATING,CRIR,1,-,-,CPU1_CRIR,,-,-,-
CPU1_TDO,CORE1S,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H,1,-,-,CPU1_CRI_CLK_1,,-,-,-
CPU1_TDO,CORE1S,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H1,1,-,-,CPU1_CRI_CLK_0,,-,-,-
CPU1_TDO,CORE2P,CLK_GATING,CRIA,1,-,-,CPU1_CRIA,,-,-,-
CPU1_TDO,CORE2P,CLK_GATING,CRIR,1,-,-,CPU1_CRIR,,-,-,-
CPU1_TDO,CORE2P,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H,1,-,-,CPU1_CRI_CLK_1,,-,-,-
CPU1_TDO,CORE2P,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H1,1,-,-,CPU1_CRI_CLK_0,,-,-,-
CPU1_TDO,CORE2S,CLK_GATING,CRIA,1,-,-,CPU1_CRIA,,-,-,-
CPU1_TDO,CORE2S,CLK_GATING,CRIR,1,-,-,CPU1_CRIR,,-,-,-
CPU1_TDO,CORE2S,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H,1,-,-,CPU1_CRI_CLK_1,,-,-,-
CPU1_TDO,CORE2S,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H1,1,-,-,CPU1_CRI_CLK_0,,-,-,-
CPU1_TDO,CORE3P,CLK_GATING,CRIA,1,-,-,CPU1_CRIA,,-,-,-
CPU1_TDO,CORE3P,CLK_GATING,CRIR,1,-,-,CPU1_CRIR,,-,-,-
CPU1_TDO,CORE3P,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H,1,-,-,CPU1_CRI_CLK_1,,-,-,-
CPU1_TDO,CORE3P,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H1,1,-,-,CPU1_CRI_CLK_0,,-,-,-
CPU1_TDO,CORE3S,CLK_GATING,CRIA,1,-,-,CPU1_CRIA,,-,-,-
CPU1_TDO,CORE3S,CLK_GATING,CRIR,1,-,-,CPU1_CRIR,,-,-,-
CPU1_TDO,CORE3S,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H,1,-,-,CPU1_CRI_CLK_1,,-,-,-
CPU1_TDO,CORE3S,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H1,1,-,-,CPU1_CRI_CLK_0,,-,-,-
CPU1_TDO,RINGPRIM,CLK_GATING,CRIA,1,-,-,CPU1_CRIA,,-,-,-
CPU1_TDO,RINGPRIM,CLK_GATING,CRIR,1,-,-,CPU1_CRIR,,-,-,-
CPU1_TDO,RINGPRIM,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H,1,-,-,CPU1_CRI_CLK_1,,-,-,-
CPU1_TDO,RINGPRIM,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H1,1,-,-,CPU1_CRI_CLK_0,,-,-,-
CPU1_TDO,RINGSEC0,CLK_GATING,CRIA,1,-,-,CPU1_CRIA,,-,-,-
CPU1_TDO,RINGSEC0,CLK_GATING,CRIR,1,-,-,CPU1_CRIR,,-,-,-
CPU1_TDO,RINGSEC0,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H,1,-,-,CPU1_CRI_CLK_1,,-,-,-
CPU1_TDO,RINGSEC0,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H1,1,-,-,CPU1_CRI_CLK_0,,-,-,-
CPU1_TDO,RINGSEC1,CLK_GATING,CRIA,1,-,-,CPU1_CRIA,,-,-,-
CPU1_TDO,RINGSEC1,CLK_GATING,CRIR,1,-,-,CPU1_CRIR,,-,-,-
CPU1_TDO,RINGSEC1,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H,1,-,-,CPU1_CRI_CLK_1,,-,-,-
CPU1_TDO,RINGSEC1,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H1,1,-,-,CPU1_CRI_CLK_0,,-,-,-
CPU1_TDO,RINGSEC2,CLK_GATING,CRIA,1,-,-,CPU1_CRIA,,-,-,-
CPU1_TDO,RINGSEC2,CLK_GATING,CRIR,1,-,-,CPU1_CRIR,,-,-,-
CPU1_TDO,RINGSEC2,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H,1,-,-,CPU1_CRI_CLK_1,,-,-,-
CPU1_TDO,RINGSEC2,DLVR_TAP_RAIL_STATUS_RED,CRI_CLK_ACK_H1,1,-,-,CPU1_CRI_CLK_0,,-,-,-
