Pin,IP,Sequence,Subsequence,Field,Size,LowLimit,HighLimit,ExpectedData,Equation,ItuffToken,ExitPort,Base,StorageToken
IP_CPU0::,BGR,TRIM_CODE_GROUP_10,CODE_3,dummy_unused,13,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_10,CODE_4,TRIM_CODE,8,-,-,-,-,TCSWEEP_4_10,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_4_10
IP_CPU0::,BGR,TRIM_CODE_GROUP_10,CODE_4,DONE,1,-,-,-,-,TCSWEEP_4_10,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_10,CODE_4,ERROR,1,-,-,-,-,TCSWEEP_4_10,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_10,CODE_4,MED_TRIM_CODE,8,-,-,-,-,TCSWEEP_MED_10,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_10,CODE_4,MED_DONE,1,-,-,-,-,TCSWEEP_MED_10,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_10,CODE_4,dummy_unused,13,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_11,CODE_0,TRIM_CODE,8,-,-,-,-,TCSWEEP_0_11,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_0_11
IP_CPU0::,BGR,TRIM_CODE_GROUP_11,CODE_0,DONE,1,-,-,-,-,TCSWEEP_0_11,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_11,CODE_0,ERROR,1,-,-,-,-,TCSWEEP_0_11,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_11,CODE_0,MED_TRIM_CODE,8,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_11,CODE_0,MED_DONE,1,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_11,CODE_0,dummy_unused,13,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_11,CODE_1,TRIM_CODE,8,-,-,-,-,TCSWEEP_1_11,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_1_11
IP_CPU0::,BGR,TRIM_CODE_GROUP_11,CODE_1,DONE,1,-,-,-,-,TCSWEEP_1_11,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_11,CODE_1,ERROR,1,-,-,-,-,TCSWEEP_1_11,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_11,CODE_1,MED_TRIM_CODE,8,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_11,CODE_1,MED_DONE,1,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_11,CODE_1,dummy_unused,13,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_11,CODE_2,TRIM_CODE,8,-,-,-,-,TCSWEEP_2_11,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_2_11
IP_CPU0::,BGR,TRIM_CODE_GROUP_11,CODE_2,DONE,1,-,-,-,-,TCSWEEP_2_11,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_11,CODE_2,ERROR,1,-,-,-,-,TCSWEEP_2_11,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_11,CODE_2,MED_TRIM_CODE,8,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_11,CODE_2,MED_DONE,1,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_11,CODE_2,dummy_unused,13,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_11,CODE_3,TRIM_CODE,8,-,-,-,-,TCSWEEP_3_11,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_3_11
IP_CPU0::,BGR,TRIM_CODE_GROUP_11,CODE_3,DONE,1,-,-,-,-,TCSWEEP_3_11,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_11,CODE_3,ERROR,1,-,-,-,-,TCSWEEP_3_11,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_11,CODE_3,MED_TRIM_CODE,8,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_11,CODE_3,MED_DONE,1,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_11,CODE_3,dummy_unused,13,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_11,CODE_4,TRIM_CODE,8,-,-,-,-,TCSWEEP_4_11,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_4_11
IP_CPU0::,BGR,TRIM_CODE_GROUP_11,CODE_4,DONE,1,-,-,-,-,TCSWEEP_4_11,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_11,CODE_4,ERROR,1,-,-,-,-,TCSWEEP_4_11,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_11,CODE_4,MED_TRIM_CODE,8,-,-,-,-,TCSWEEP_MED_11,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_11,CODE_4,MED_DONE,1,-,-,-,-,TCSWEEP_MED_11,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_11,CODE_4,dummy_unused,13,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_12,CODE_0,TRIM_CODE,8,-,-,-,-,TCSWEEP_0_12,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_0_12
IP_CPU0::,BGR,TRIM_CODE_GROUP_12,CODE_0,DONE,1,-,-,-,-,TCSWEEP_0_12,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_12,CODE_0,ERROR,1,-,-,-,-,TCSWEEP_0_12,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_12,CODE_0,MED_TRIM_CODE,8,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_12,CODE_0,MED_DONE,1,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_12,CODE_0,dummy_unused,13,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_12,CODE_1,TRIM_CODE,8,-,-,-,-,TCSWEEP_1_12,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_1_12
IP_CPU0::,BGR,TRIM_CODE_GROUP_12,CODE_1,DONE,1,-,-,-,-,TCSWEEP_1_12,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_12,CODE_1,ERROR,1,-,-,-,-,TCSWEEP_1_12,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_12,CODE_1,MED_TRIM_CODE,8,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_12,CODE_1,MED_DONE,1,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_12,CODE_1,dummy_unused,13,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_12,CODE_2,TRIM_CODE,8,-,-,-,-,TCSWEEP_2_12,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_2_12
IP_CPU0::,BGR,TRIM_CODE_GROUP_12,CODE_2,DONE,1,-,-,-,-,TCSWEEP_2_12,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_12,CODE_2,ERROR,1,-,-,-,-,TCSWEEP_2_12,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_12,CODE_2,MED_TRIM_CODE,8,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_12,CODE_2,MED_DONE,1,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_12,CODE_2,dummy_unused,13,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_12,CODE_3,TRIM_CODE,8,-,-,-,-,TCSWEEP_3_12,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_3_12
IP_CPU0::,BGR,TRIM_CODE_GROUP_12,CODE_3,DONE,1,-,-,-,-,TCSWEEP_3_12,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_12,CODE_3,ERROR,1,-,-,-,-,TCSWEEP_3_12,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_12,CODE_3,MED_TRIM_CODE,8,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_12,CODE_3,MED_DONE,1,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_12,CODE_3,dummy_unused,13,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_12,CODE_4,TRIM_CODE,8,-,-,-,-,TCSWEEP_4_12,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_4_12
IP_CPU0::,BGR,TRIM_CODE_GROUP_12,CODE_4,DONE,1,-,-,-,-,TCSWEEP_4_12,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_12,CODE_4,ERROR,1,-,-,-,-,TCSWEEP_4_12,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_12,CODE_4,MED_TRIM_CODE,8,-,-,-,-,TCSWEEP_MED_12,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_12,CODE_4,MED_DONE,1,-,-,-,-,TCSWEEP_MED_12,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_12,CODE_4,dummy_unused,13,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_13,CODE_0,TRIM_CODE,8,-,-,-,-,TCSWEEP_0_13,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_0_13
IP_CPU0::,BGR,TRIM_CODE_GROUP_13,CODE_0,DONE,1,-,-,-,-,TCSWEEP_0_13,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_13,CODE_0,ERROR,1,-,-,-,-,TCSWEEP_0_13,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_13,CODE_0,MED_TRIM_CODE,8,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_13,CODE_0,MED_DONE,1,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_13,CODE_0,dummy_unused,13,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_13,CODE_1,TRIM_CODE,8,-,-,-,-,TCSWEEP_1_13,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_1_13
IP_CPU0::,BGR,TRIM_CODE_GROUP_13,CODE_1,DONE,1,-,-,-,-,TCSWEEP_1_13,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_13,CODE_1,ERROR,1,-,-,-,-,TCSWEEP_1_13,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_13,CODE_1,MED_TRIM_CODE,8,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_13,CODE_1,MED_DONE,1,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_13,CODE_1,dummy_unused,13,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_13,CODE_2,TRIM_CODE,8,-,-,-,-,TCSWEEP_2_13,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_2_13
IP_CPU0::,BGR,TRIM_CODE_GROUP_13,CODE_2,DONE,1,-,-,-,-,TCSWEEP_2_13,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_13,CODE_2,ERROR,1,-,-,-,-,TCSWEEP_2_13,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_13,CODE_2,MED_TRIM_CODE,8,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_13,CODE_2,MED_DONE,1,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_13,CODE_2,dummy_unused,13,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_13,CODE_3,TRIM_CODE,8,-,-,-,-,TCSWEEP_3_13,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_3_13
IP_CPU0::,BGR,TRIM_CODE_GROUP_13,CODE_3,DONE,1,-,-,-,-,TCSWEEP_3_13,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_13,CODE_3,ERROR,1,-,-,-,-,TCSWEEP_3_13,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_13,CODE_3,MED_TRIM_CODE,8,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_13,CODE_3,MED_DONE,1,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_13,CODE_3,dummy_unused,13,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_13,CODE_4,TRIM_CODE,8,-,-,-,-,TCSWEEP_4_13,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_4_13
IP_CPU0::,BGR,TRIM_CODE_GROUP_13,CODE_4,DONE,1,-,-,-,-,TCSWEEP_4_13,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_13,CODE_4,ERROR,1,-,-,-,-,TCSWEEP_4_13,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_13,CODE_4,MED_TRIM_CODE,8,-,-,-,-,TCSWEEP_MED_13,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_13,CODE_4,MED_DONE,1,-,-,-,-,TCSWEEP_MED_13,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_13,CODE_4,dummy_unused,13,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_14,CODE_0,TRIM_CODE,8,-,-,-,-,TCSWEEP_0_14,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_0_14
IP_CPU0::,BGR,TRIM_CODE_GROUP_14,CODE_0,DONE,1,-,-,-,-,TCSWEEP_0_14,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_14,CODE_0,ERROR,1,-,-,-,-,TCSWEEP_0_14,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_14,CODE_0,MED_TRIM_CODE,8,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_14,CODE_0,MED_DONE,1,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_14,CODE_0,dummy_unused,13,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_14,CODE_1,TRIM_CODE,8,-,-,-,-,TCSWEEP_1_14,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_1_14
IP_CPU0::,BGR,TRIM_CODE_GROUP_14,CODE_1,DONE,1,-,-,-,-,TCSWEEP_1_14,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_14,CODE_1,ERROR,1,-,-,-,-,TCSWEEP_1_14,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_14,CODE_1,MED_TRIM_CODE,8,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_14,CODE_1,MED_DONE,1,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_14,CODE_1,dummy_unused,13,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_14,CODE_2,TRIM_CODE,8,-,-,-,-,TCSWEEP_2_14,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_2_14
IP_CPU0::,BGR,TRIM_CODE_GROUP_14,CODE_2,DONE,1,-,-,-,-,TCSWEEP_2_14,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_14,CODE_2,ERROR,1,-,-,-,-,TCSWEEP_2_14,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_14,CODE_2,MED_TRIM_CODE,8,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_14,CODE_2,MED_DONE,1,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_14,CODE_2,dummy_unused,13,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_14,CODE_3,TRIM_CODE,8,-,-,-,-,TCSWEEP_3_14,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_3_14
IP_CPU0::,BGR,TRIM_CODE_GROUP_14,CODE_3,DONE,1,-,-,-,-,TCSWEEP_3_14,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_14,CODE_3,ERROR,1,-,-,-,-,TCSWEEP_3_14,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_14,CODE_3,MED_TRIM_CODE,8,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_14,CODE_3,MED_DONE,1,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_14,CODE_3,dummy_unused,13,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_14,CODE_4,TRIM_CODE,8,-,-,-,-,TCSWEEP_4_14,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_4_14
IP_CPU0::,BGR,TRIM_CODE_GROUP_14,CODE_4,DONE,1,-,-,-,-,TCSWEEP_4_14,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_14,CODE_4,ERROR,1,-,-,-,-,TCSWEEP_4_14,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_14,CODE_4,MED_TRIM_CODE,8,-,-,-,-,TCSWEEP_MED_14,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_14,CODE_4,MED_DONE,1,-,-,-,-,TCSWEEP_MED_14,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_14,CODE_4,dummy_unused,13,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_15,CODE_0,TRIM_CODE,8,-,-,-,-,TCSWEEP_0_15,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_0_15
IP_CPU0::,BGR,TRIM_CODE_GROUP_15,CODE_0,DONE,1,-,-,-,-,TCSWEEP_0_15,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_15,CODE_0,ERROR,1,-,-,-,-,TCSWEEP_0_15,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_15,CODE_0,MED_TRIM_CODE,8,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_15,CODE_0,MED_DONE,1,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_15,CODE_0,dummy_unused,13,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_15,CODE_1,TRIM_CODE,8,-,-,-,-,TCSWEEP_1_15,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_1_15
IP_CPU0::,BGR,TRIM_CODE_GROUP_15,CODE_1,DONE,1,-,-,-,-,TCSWEEP_1_15,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_15,CODE_1,ERROR,1,-,-,-,-,TCSWEEP_1_15,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_15,CODE_1,MED_TRIM_CODE,8,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_15,CODE_1,MED_DONE,1,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_15,CODE_1,dummy_unused,13,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_15,CODE_2,TRIM_CODE,8,-,-,-,-,TCSWEEP_2_15,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_2_15
IP_CPU0::,BGR,TRIM_CODE_GROUP_15,CODE_2,DONE,1,-,-,-,-,TCSWEEP_2_15,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_15,CODE_2,ERROR,1,-,-,-,-,TCSWEEP_2_15,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_15,CODE_2,MED_TRIM_CODE,8,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_15,CODE_2,MED_DONE,1,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_15,CODE_2,dummy_unused,13,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_15,CODE_3,TRIM_CODE,8,-,-,-,-,TCSWEEP_3_15,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_3_15
IP_CPU0::,BGR,TRIM_CODE_GROUP_15,CODE_3,DONE,1,-,-,-,-,TCSWEEP_3_15,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_15,CODE_3,ERROR,1,-,-,-,-,TCSWEEP_3_15,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_15,CODE_3,MED_TRIM_CODE,8,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_15,CODE_3,MED_DONE,1,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_15,CODE_3,dummy_unused,13,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_15,CODE_4,TRIM_CODE,8,-,-,-,-,TCSWEEP_4_15,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_4_15
IP_CPU0::,BGR,TRIM_CODE_GROUP_15,CODE_4,DONE,1,-,-,-,-,TCSWEEP_4_15,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_15,CODE_4,ERROR,1,-,-,-,-,TCSWEEP_4_15,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_15,CODE_4,MED_TRIM_CODE,8,-,-,-,-,TCSWEEP_MED_15,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_15,CODE_4,MED_DONE,1,-,-,-,-,TCSWEEP_MED_15,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_15,CODE_4,dummy_unused,13,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_16,CODE_0,TRIM_CODE,8,-,-,-,-,TCSWEEP_0_16,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_0_16
IP_CPU0::,BGR,TRIM_CODE_GROUP_16,CODE_0,DONE,1,-,-,-,-,TCSWEEP_0_16,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_16,CODE_0,ERROR,1,-,-,-,-,TCSWEEP_0_16,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_16,CODE_0,MED_TRIM_CODE,8,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_16,CODE_0,MED_DONE,1,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_16,CODE_0,dummy_unused,13,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_16,CODE_1,TRIM_CODE,8,-,-,-,-,TCSWEEP_1_16,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_1_16
IP_CPU0::,BGR,TRIM_CODE_GROUP_16,CODE_1,DONE,1,-,-,-,-,TCSWEEP_1_16,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_16,CODE_1,ERROR,1,-,-,-,-,TCSWEEP_1_16,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_16,CODE_1,MED_TRIM_CODE,8,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_16,CODE_1,MED_DONE,1,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_16,CODE_1,dummy_unused,13,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_16,CODE_2,TRIM_CODE,8,-,-,-,-,TCSWEEP_2_16,-,-,I:DUT.BGDEFTEMPCO_BGTRIMCODE_2_16
IP_CPU0::,BGR,TRIM_CODE_GROUP_16,CODE_2,DONE,1,-,-,-,-,TCSWEEP_2_16,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_16,CODE_2,ERROR,1,-,-,-,-,TCSWEEP_2_16,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_16,CODE_2,MED_TRIM_CODE,8,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_16,CODE_2,MED_DONE,1,-,-,-,-,,-,-,
IP_CPU0::,BGR,TRIM_CODE_GROUP_16,CODE_2,dummy_unused,13,-,-,-,-,,-,-,
